codbar,min_price,price,max_price,status,nombre,laboratorio,vendor_id,pos_id,client_id,iva,stock,stock_quantity
7502223111202,113.64,113.64,113.64,ok,,,1152,2715,14920,0.0,yes,
7501070612368,143.67,148.75,148.75,ok,,,1152,2715,14920,0.0,yes,
7501089809513,158.8,158.8,158.8,ok,,,1152,2715,14920,0.0,yes,
7501349017931,20.11,20.82,20.82,ok,,,1152,2715,14920,0.0,yes,
7501537164713,43.0,44.51,44.51,ok,,,1152,2715,14920,0.0,yes,
7502009740558,46.77,48.43,48.43,ok,,,1152,2715,14920,0.0,yes,
7501573900177,12.48,12.93,12.93,ok,,,1152,2715,14920,0.0,yes,
7503003134398,21.22,21.96,21.96,ok,,,1152,2715,14920,0.0,yes,
785120755442,43.89,45.45,45.45,ok,,,1152,2715,14920,0.0,yes,
7501825302599,50.77,52.57,52.57,ok,,,1152,2715,14920,0.0,yes,
7506335700354,25.04,25.92,25.92,ok,,,1152,2715,14920,0.0,yes,
7502009741296,69.6,72.04,72.04,ok,,,1152,2715,14920,0.0,yes,
7502213040871,42.23,43.71,43.71,ok,,,1152,2715,14920,0.0,yes,
656599040226,34.09,35.3,35.3,ok,,,1152,2715,14920,0.0,yes,
7501349022140,13.64,14.12,14.12,ok,,,1152,2715,14920,0.0,yes,
7501298222424,710.6,710.6,710.6,ok,,,1152,2715,14920,0.0,yes,
7501349020085,33.53,34.71,34.71,ok,,,1152,2715,14920,0.0,yes,
785120753349,56.3,58.31,58.31,ok,,,1152,2715,14920,0.0,yes,
7501075718119,34.09,35.3,35.3,ok,,,1152,2715,14920,0.0,yes,
7501300409713,257.06,257.06,257.06,ok,,,1152,2715,14920,0.0,yes,
7501825301820,35.02,36.27,36.27,ok,,,1152,2715,14920,0.0,yes,
7502211788454,12.37,12.8,12.8,ok,,,1152,2715,14920,0.0,yes,
7502208892355,6.73,6.97,6.97,ok,,,1152,2715,14920,0.0,yes,
7503000422191,28.95,29.98,29.98,ok,,,1152,2715,14920,0.0,yes,
7506335700378,25.9,26.81,26.81,ok,,,1152,2715,14920,0.0,yes,
7501349024922,31.94,33.08,33.08,ok,,,1152,2715,14920,0.0,yes,
7501836009661,26.89,27.85,27.85,ok,,,1152,2715,14920,0.0,yes,
785120754087,7.02,7.28,7.28,ok,,,1152,2715,14920,0.0,yes,
7501349020993,33.52,34.7,34.7,ok,,,1152,2715,14920,0.0,yes,
7502009745546,35.08,36.33,36.33,ok,,,1152,2715,14920,0.0,yes,
7506022327635,39.78,41.18,41.18,ok,,,1152,2715,14920,0.0,yes,
785118754204,49.7,51.46,51.46,ok,,,1152,2715,14920,0.0,yes,
7501349011175,17.61,18.24,18.24,ok,,,1152,2715,14920,0.0,yes,
7501836009746,60.17,62.29,62.29,ok,,,1152,2715,14920,0.0,yes,
7502216796003,40.79,42.25,42.25,ok,,,1152,2715,14920,0.0,yes,
785120754759,9.21,9.53,9.53,ok,,,1152,2715,14920,0.0,yes,
7502009746222,65.15,67.46,67.46,ok,,,1152,2715,14920,0.0,yes,
7501537102845,7.78,8.06,8.06,ok,,,1152,2715,14920,0.0,yes,
7502208894779,18.54,19.2,19.2,ok,,,1152,2715,14920,0.0,yes,
7501537101961,17.48,18.1,18.1,ok,,,1152,2715,14920,0.0,yes,
7502216930865,252.89,261.81,261.81,ok,,,1152,2715,14920,0.0,yes,
7501590211201,62.42,64.62,64.62,ok,,,1152,2715,14920,0.0,yes,
7502001162426,53.1,54.95,54.95,ok,,,1152,2715,14920,0.0,yes,
7502211783527,60.56,62.67,62.67,ok,,,1152,2715,14920,0.0,yes,
7502227426982,39.79,41.21,41.21,ok,,,1152,2715,14920,0.0,yes,
656599040608,8.32,8.62,8.62,ok,,,1152,2715,14920,0.0,yes,
7501277090921,31.47,32.58,32.58,ok,,,1152,2715,14920,0.0,yes,
7502009740916,21.83,22.59,22.59,ok,,,1152,2715,14920,0.0,yes,
785120754810,26.89,27.0,27.0,ok,,,1152,2715,14920,0.0,yes,
7501349022515,27.49,28.47,28.47,ok,,,1152,2715,14920,0.0,yes,
7501165010680,116.62,120.75,120.75,ok,,,1152,2715,14920,0.0,yes,
7501537102999,8.65,8.95,8.95,ok,,,1152,2715,14920,0.0,yes,
7501825302889,48.72,50.43,50.43,ok,,,1152,2715,14920,0.0,yes,
7503027446279,20.05,20.75,20.75,ok,,,1152,2715,14920,0.0,yes,
785118752415,27.57,28.54,28.54,ok,,,1152,2715,14920,0.0,yes,
7501130713868,48.2,49.89,49.89,ok,,,1152,2715,14920,16.0,yes,
780083140731,38.63,38.63,38.63,ok,,,1152,2715,14920,0.0,yes,
7501547509016,54.54,54.54,54.54,ok,,,1152,1477,16374,0.0,yes,
7503027446279,20.05,20.05,20.05,ok,,,1152,1477,16374,0.0,yes,
7506353200478,100.6,100.6,100.6,ok,,,1152,1477,16374,0.0,yes,
7702035433299,49.03,49.03,49.03,ok,,,1152,1477,16374,16.0,yes,
785118753597,13.8,13.8,13.8,ok,,,1152,1477,16374,0.0,yes,
3664798040210,736.73,736.73,736.73,ok,,,1152,1477,16374,0.0,yes,
7502001161511,23.73,23.73,23.73,ok,,,1152,1477,16374,0.0,yes,
7502001166776,28.01,28.01,28.01,ok,,,1152,1477,16374,0.0,yes,
7502211784029,25.74,25.74,25.74,ok,,,1152,1477,16374,0.0,yes,
7502216792920,40.91,40.91,40.91,ok,,,1152,1477,16374,0.0,yes,
780083149857,111.34,111.34,111.34,ok,,,1152,1477,16374,0.0,yes,
7501300407085,454.26,454.26,454.26,ok,,,1152,1477,16374,0.0,yes,
7501349012004,15.01,15.01,15.01,ok,,,1152,1477,16374,0.0,yes,
7502009749421,19.49,19.49,19.49,ok,,,1152,1477,16374,0.0,yes,
7502211789321,24.89,24.89,24.89,ok,,,1152,1477,16374,0.0,yes,
780083140595,31.82,31.82,31.82,ok,,,1152,1477,16374,0.0,yes,
650240015366,81.0,81.0,81.0,ok,,,1152,1477,16374,0.0,yes,
7501123014101,173.75,173.75,173.75,ok,,,1152,1477,16374,0.0,yes,
7501125165542,162.03,162.03,162.03,ok,,,1152,1477,16374,0.0,yes,
7501258205092,39.77,39.77,39.77,ok,,,1152,1477,16374,0.0,yes,
7501258215756,74.59,74.59,74.59,ok,,,1152,1477,16374,16.0,yes,
7501349027848,22.5,22.5,22.5,ok,,,1152,1477,16374,0.0,yes,
7502001161610,27.64,27.64,27.64,ok,,,1152,1477,16374,0.0,yes,
7503008344211,16.77,16.77,16.77,ok,,,1152,1477,16374,0.0,yes,
7501384550288,225.0,225.0,225.0,ok,,,1152,1477,16374,0.0,yes,
7501471888089,20.47,20.47,20.47,ok,,,1152,1477,16374,0.0,yes,
7502003386714,33.77,33.77,33.77,ok,,,1152,1477,16374,0.0,yes,
7501318652293,68.18,68.18,68.18,ok,,,1152,1477,16374,0.0,yes,
7502216793439,39.26,39.26,39.26,ok,,,1152,1477,16374,0.0,yes,
7501349021570,13.83,13.83,13.83,ok,,,1152,1477,16374,0.0,yes,
7501537101961,17.48,17.48,17.48,ok,,,1152,1477,16374,0.0,yes,
7502235820888,37.29,37.29,37.29,ok,,,1152,1477,16374,16.0,yes,
780083148805,19.32,19.32,19.32,ok,,,1152,1477,16374,0.0,yes,
3582186000731,283.34,283.34,283.34,ok,,,1152,1477,16374,0.0,yes,
656599040226,34.09,34.09,34.09,ok,,,1152,1477,16374,0.0,yes,
7501094917012,773.45,773.45,773.45,ok,,,1152,1477,16374,0.0,yes,
7502009741487,50.22,50.22,50.22,ok,,,1152,1477,16374,0.0,yes,
7502009742781,68.16,68.16,68.16,ok,,,1152,1477,16374,0.0,yes,
7502216791602,21.34,21.34,21.34,ok,,,1152,1477,16374,0.0,yes,
7502227876411,138.85,138.85,138.85,ok,,,1152,1477,16374,0.0,yes,
7502247373495,49.84,49.84,49.84,ok,,,1152,1477,16374,0.0,yes,
7501349024090,120.47,120.47,120.47,ok,,,1152,1477,16374,0.0,yes,
7503003738961,24.99,24.99,24.99,ok,,,1152,1477,16374,0.0,yes,
75050795,49.8,49.8,49.8,ok,,,1152,1477,16374,0.0,yes,
7501122969808,85.23,85.23,85.23,ok,,,1152,1477,16374,0.0,yes,
7501130709830,60.66,60.66,60.66,ok,,,1152,1477,16374,16.0,yes,
7501349024601,10.91,10.91,10.91,ok,,,1152,1477,16374,0.0,yes,
7502227870532,5.42,5.42,5.42,ok,,,1152,1477,16374,0.0,yes,
7502259890331,29.72,29.72,29.72,ok,,,1152,1477,16374,16.0,yes,
7503020089503,65.95,65.95,65.95,ok,,,1152,1477,16374,16.0,yes,
785118753825,26.91,26.91,26.91,ok,,,1152,1477,16374,0.0,yes,
650240007750,60.81,60.81,60.81,ok,,,1152,1477,16374,16.0,yes,
7501072310378,106.46,106.46,106.46,ok,,,1152,1477,16374,0.0,yes,
7501573900122,34.45,34.45,34.45,ok,,,1152,1477,16374,0.0,yes,
7501836009746,60.17,60.17,60.17,ok,,,1152,1477,16374,0.0,yes,
7502009744082,39.88,39.88,39.88,ok,,,1152,1477,16374,16.0,yes,
7502009745997,17.37,17.37,17.37,ok,,,1152,1477,16374,0.0,yes,
7502211780069,37.31,37.31,37.31,ok,,,1152,1477,16374,0.0,yes,
7502211783671,140.11,140.11,140.11,ok,,,1152,1477,16374,0.0,yes,
7503019537565,47.26,47.26,47.26,ok,,,1152,1477,16374,16.0,yes,
780083141066,21.05,21.05,21.05,ok,,,1152,1477,16374,0.0,yes,
8400005823,43.5,43.5,43.5,ok,,,1152,1477,16374,0.0,yes,
656599041315,22.5,22.5,22.5,ok,,,1152,1477,16374,0.0,yes,
75004989,111.49,111.49,111.49,ok,,,1152,1477,16374,0.0,yes,
7501349021945,156.35,156.35,156.35,ok,,,1152,1477,16374,0.0,yes,
7502213042417,28.99,28.99,28.99,ok,,,1152,1477,16374,0.0,yes,
7502216802896,18.57,18.57,18.57,ok,,,1152,1477,16374,0.0,yes,
75050764,42.52,42.52,42.52,ok,,,1152,1477,16374,0.0,yes,
785118753771,26.5,26.5,26.5,ok,,,1152,1477,16374,0.0,yes,
7501008498798,64.69,64.69,64.69,ok,,,1152,1477,16374,0.0,yes,
7501349024465,35.35,35.35,35.35,ok,,,1152,1477,16374,0.0,yes,
7502009740480,38.63,38.63,38.63,ok,,,1152,1477,16374,0.0,yes,
7502009747298,40.1,40.1,40.1,ok,,,1152,1477,16374,0.0,yes,
7503002615577,20.86,20.86,20.86,ok,,,1152,1477,16374,0.0,yes,
3594452600958,622.82,622.82,622.82,ok,,,1152,1477,16374,0.0,yes,
5000456069939,648.02,648.02,648.02,ok,,,1152,1477,16374,0.0,yes,
7501109790029,23.58,23.58,23.58,ok,,,1152,1477,16374,0.0,yes,
7501123001767,49.6,49.6,49.6,ok,,,1152,1477,16374,0.0,yes,
7501573909170,17.21,17.21,17.21,ok,,,1152,1477,16374,0.0,yes,
7503002772508,34.1,34.1,34.1,ok,,,1152,1477,16374,0.0,yes,
7891024123485,84.5,84.5,84.5,ok,,,1152,1477,16374,16.0,yes,
8020030095076,521.12,521.12,521.12,ok,,,1152,1477,16374,0.0,yes,
7501008409503,131.1,131.1,131.1,ok,,,1152,1477,16374,0.0,yes,
7501349020085,33.53,33.53,33.53,ok,,,1152,1477,16374,0.0,yes,
7501573903260,15.53,15.53,15.53,ok,,,1152,1477,16374,0.0,yes,
7501258205870,38.41,38.41,38.41,ok,,,1152,1477,16374,0.0,yes,
7501537102067,23.86,23.86,23.86,ok,,,1152,1477,16374,0.0,yes,
7502001163232,23.12,23.12,23.12,ok,,,1152,1477,16374,0.0,yes,
7502216795129,260.46,260.46,260.46,ok,,,1152,1477,16374,0.0,yes,
7502216795204,21.59,21.59,21.59,ok,,,1152,1477,16374,0.0,yes,
8400005656,49.81,49.81,49.81,ok,,,1152,1477,16374,16.0,yes,
7502001161368,46.71,46.71,46.71,ok,,,1152,1477,16374,0.0,yes,
7501033956140,45.52,45.52,45.52,ok,,,1152,1477,16374,16.0,yes,
7501075715378,38.3,38.3,38.3,ok,,,1152,1477,16374,0.0,yes,
7501089810007,85.51,85.51,85.51,ok,,,1152,1477,16374,16.0,yes,
7501299309407,167.03,167.03,167.03,ok,,,1152,1477,16374,0.0,yes,
7501825301875,27.11,27.11,27.11,ok,,,1152,1477,16374,0.0,yes,
7502001169197,73.51,73.51,73.51,ok,,,1152,1477,16374,0.0,yes,
7502208892232,18.6,18.6,18.6,ok,,,1152,1477,16374,0.0,yes,
7502208892355,6.73,6.73,6.73,ok,,,1152,1477,16374,0.0,yes,
7502227426449,87.84,87.84,87.84,ok,,,1152,1477,16374,0.0,yes,
7501299301074,132.93,132.93,132.93,ok,,,1152,1477,16374,0.0,yes,
7501446000010,9.65,9.65,9.65,ok,,,1152,1477,16374,0.0,yes,
7501109764761,32.19,32.19,32.19,ok,,,1152,1477,16374,0.0,yes,
7501537100612,4.99,4.99,4.99,ok,,,1152,1477,16374,0.0,yes,
7502274791811,18.63,18.63,18.63,ok,,,1152,1477,16374,0.0,yes,
785118752866,31.11,31.11,31.11,ok,,,1152,1477,16374,0.0,yes,
7501008427347,64.69,64.69,64.69,ok,,,1152,1477,16374,0.0,yes,
7501258206723,39.09,39.09,39.09,ok,,,1152,1477,16374,0.0,yes,
7502009744945,52.8,52.8,52.8,ok,,,1152,1477,16374,0.0,yes,
7503029005887,71.81,71.81,71.81,ok,,,1152,1477,16374,16.0,yes,
7501825300816,23.19,23.19,23.19,ok,,,1152,1477,16374,0.0,yes,
7502009749773,137.68,137.68,137.68,ok,,,1152,1477,16374,0.0,yes,
785118754273,149.04,149.04,149.04,ok,,,1152,1477,16374,0.0,yes,
7501349020153,49.89,49.89,49.89,ok,,,1152,1477,16374,0.0,yes,
7501537164713,43.0,43.0,43.0,ok,,,1152,1477,16374,0.0,yes,
7502001167049,34.58,34.58,34.58,ok,,,1152,1477,16374,0.0,yes,
75058661,98.51,98.51,98.51,ok,,,1152,1477,16374,0.0,yes,
785120753530,61.49,61.49,61.49,ok,,,1152,1477,16374,0.0,yes,
305210231597,49.07,49.07,49.07,ok,,,1152,1477,16374,16.0,yes,
7501349022119,188.06,188.06,188.06,ok,,,1152,1477,16374,0.0,yes,
7501825300373,40.77,40.77,40.77,ok,,,1152,1477,16374,0.0,yes,
7501836000927,39.82,39.82,39.82,ok,,,1152,1477,16374,0.0,yes,
7502001164833,31.93,31.93,31.93,ok,,,1152,1477,16374,0.0,yes,
7502001165564,21.91,21.91,21.91,ok,,,1152,1477,16374,0.0,yes,
7503000422368,11.36,11.36,11.36,ok,,,1152,1477,16374,0.0,yes,
785120754087,7.02,7.02,7.02,ok,,,1152,1477,16374,0.0,yes,
785120754841,38.64,38.64,38.64,ok,,,1152,1477,16374,0.0,yes,
7501008498309,54.14,54.14,54.14,ok,,,1152,1477,16374,0.0,yes,
7501070613549,123.06,123.06,123.06,ok,,,1152,1477,16374,0.0,yes,
7501122967828,89.53,89.53,89.53,ok,,,1152,1477,16374,0.0,yes,
7501573909408,17.02,17.02,17.02,ok,,,1152,1477,16374,0.0,yes,
7502001165953,26.12,26.12,26.12,ok,,,1152,1477,16374,0.0,yes,
7502214983375,18.92,18.92,18.92,ok,,,1152,1477,16374,0.0,yes,
7501349025844,30.47,30.47,30.47,ok,,,1152,1477,16374,0.0,yes,
7501385494499,62.64,62.64,62.64,ok,,,1152,1477,16374,0.0,yes,
7501537102272,18.19,18.19,18.19,ok,,,1152,1477,16374,0.0,yes,
7502009746208,63.05,63.05,63.05,ok,,,1152,1477,16374,0.0,yes,
7502253601155,82.0,82.0,82.0,ok,,,1152,1477,16374,16.0,yes,
7506442701039,293.19,293.19,293.19,ok,,,1152,1477,16374,0.0,yes,
7501088504532,241.41,241.41,241.41,ok,,,1152,1477,16374,0.0,yes,
7501349028395,56.02,56.02,56.02,ok,,,1152,1477,16374,0.0,yes,
7502223111424,417.86,417.86,417.86,ok,,,1152,1477,16374,0.0,yes,
7503004908677,9.73,9.73,9.73,ok,,,1152,1477,16374,0.0,yes,
7501318644335,78.02,78.02,78.02,ok,,,1152,1477,16374,0.0,yes,
7502001163065,23.02,23.02,23.02,ok,,,1152,1477,16374,0.0,yes,
7502009743627,27.78,27.78,27.78,ok,,,1152,1477,16374,0.0,yes,
7502209858183,32.03,32.03,32.03,ok,,,1152,1477,16374,0.0,yes,
7502211784036,24.5,24.5,24.5,ok,,,1152,1477,16374,0.0,yes,
7502216793132,30.54,30.54,30.54,ok,,,1152,1477,16374,0.0,yes,
7502216797796,475.65,475.65,475.65,ok,,,1152,1477,16374,0.0,yes,
7506577800652,93.04,93.04,93.04,ok,,,1152,1477,16374,16.0,yes,
785118752477,29.8,29.8,29.8,ok,,,1152,1477,16374,0.0,yes,
785118752941,60.66,60.66,60.66,ok,,,1152,1477,16374,0.0,yes,
7503036782016,57.15,57.15,57.15,ok,,,1152,1477,16374,16.0,yes,
8400005830,31.36,31.36,31.36,ok,,,1152,1477,16374,0.0,yes,
3504105032937,125.34,125.34,125.34,ok,,,1152,1477,16374,16.0,yes,
7501032918392,66.53,66.53,66.53,ok,,,1152,1477,16374,16.0,yes,
7501478315687,41.71,41.71,41.71,ok,,,1152,1477,16374,16.0,yes,
7502001163119,22.45,22.45,22.45,ok,,,1152,1477,16374,0.0,yes,
7502009744358,18.93,18.93,18.93,ok,,,1152,1477,16374,0.0,yes,
7502208894946,18.14,18.14,18.14,ok,,,1152,1477,16374,0.0,yes,
7502216790902,214.8,214.8,214.8,ok,,,1152,1477,16374,0.0,yes,
