codbar,price,min_price,max_price,nombre,laboratorio,iva,stock,vendor_id,pos_id,client_id,catalog_name
3499320001328,267.03,,,"BENZAC \AC\"" GEL 5% 60GR""",,,yes,1156,721,109055,MAE0020_BJX
3499320001335,293.97,,,"BENZAC \AC\"" GEL 10% 60GR""",,,yes,1156,721,109055,MAE0020_BJX
3499320001359,651.01,,,NUTRACORT SOL LOC 1% 120ML,,,yes,1156,721,109055,MAE0020_BJX
3499320001526,559.25,,,ADAFERIN GEL 1% 30GR,,,yes,1156,721,109055,MAE0020_BJX
3499320001618,434.46,,,DESOWEN LOC 0.05% 60ML,,,yes,1156,721,109055,MAE0020_BJX
3499320001755,586.79,,,METROCREAM TOPICA 0.75% 30GR,,,yes,1156,721,109055,MAE0020_BJX
3499320001946,559.25,,,ADAFERIN CREMA 0.1% 30GR,,,yes,1156,721,109055,MAE0020_BJX
3499320002394,252.27,,,"BENZAC \AC\"" GEL 2.5% 60GR""",,,yes,1156,721,109055,MAE0020_BJX
3499320002448,920.77,,,TRILUMA CREMA TUBO 15GR      R,,,yes,1156,721,109055,MAE0020_BJX
3499320002523,733.29,,,LOCERYL SOL 5% 2.5ML,,,yes,1156,721,109055,MAE0020_BJX
3499320002868,749.21,,,CLOBEXPRO LOC 59ML,,,yes,1156,721,109055,MAE0020_BJX
3499320004541,284.15,,,CETAPHIL HID FACIAL FPS50 50ML,,,yes,1156,721,109055,MAE0020_BJX
3499320008198,118.75,,,CETAPHIL BARRA DERMOLIMP 127GR,,,yes,1156,721,109055,MAE0020_BJX
3499320008341,118.75,,,CETAPHIL BARRA LIMPIEZA 127G,,,yes,1156,721,109055,MAE0020_BJX
3499320012812,239.78,,,CETAPHIL GEL GRASA 237ML,,,yes,1156,721,109055,MAE0020_BJX
3499320012850,315.76,,,CETAPHIL LOC LIMP 473ML,,,yes,1156,721,109055,MAE0020_BJX
3499320014793,669.83,,,AKLIEF CREMA 30 GR 0.005%,,,yes,1156,721,109055,MAE0020_BJX
3499320015486,372.68,,,CETAPHIL PRO AD HID 295ML,,,yes,1156,721,109055,MAE0020_BJX
3499320015530,323.91,,,CETAPHIL LIMP GEL P/PIEL GRASA 473 ML,,,yes,1156,721,109055,MAE0020_BJX
3499320015615,329.84,,,CETAPHIL CRE LIMP ESPUMOSA HIDRATANTE 473 ML,,,yes,1156,721,109055,MAE0020_BJX
3504105043841,323.9,,,IANA GEL FRÍO 100ML,,,yes,1156,721,109055,MAE0020_BJX
3504105043858,323.9,,,IANA CREMA EFECTO CALOR 100ML,,,yes,1156,721,109055,MAE0020_BJX
3504105043865,289.21,,,IANA BÁLSAMO MASAJE CALMANTE 100ML,,,yes,1156,721,109055,MAE0020_BJX
3504108091405,210.02,,,PROXEGO 16 TABS 500 MG/ 150 MG,,,yes,1156,721,109055,MAE0020_BJX
3504108092051,867.5,,,ORANGEL ART 30 CAPS,,,yes,1156,721,109055,MAE0020_BJX
354312225010,29.2,,,DERMAN CREMA 25GR,,,yes,1156,721,109055,MAE0020_BJX
354312225027,50.12,,,DERMAN CREMA 50GR,,,yes,1156,721,109055,MAE0020_BJX
354312225133,40.83,,,VITACILINA UNG 28GR,,,yes,1156,721,109055,MAE0020_BJX
354312225140,26.45,,,VITACILINA UNG 16GR,,,yes,1156,721,109055,MAE0020_BJX
354312225164,47.21,,,VITACILINA BEBE POM 50G,,,yes,1156,721,109055,MAE0020_BJX
354312425106,22.72,,,DERMAN AZUL RELAJANTE 80 GR,,,yes,1156,721,109055,MAE0020_BJX
354312425403,22.72,,,DERMAN TCO KIDS 80 GR,,,yes,1156,721,109055,MAE0020_BJX
354312625018,54.24,,,ROCAINOL BALSA UNG 45GR,,,yes,1156,721,109055,MAE0020_BJX
3582186000731,295.29,,,IPRIKENE PVO 10 SOBRES 3GR,,,yes,1156,721,109055,MAE0020_BJX
3582186006900,295.29,,,IPRIKENE FRESA 10 SOBRES 3GR,,,yes,1156,721,109055,MAE0020_BJX
3594450170071,1168.1,,,DAFLON SUSP 900/100MG 10ML C/30 SACHESTS,,,yes,1156,721,109055,MAE0020_BJX
3594450400215,1071.25,,,ARCALION 60 COMPRIMIDOS 200MG,,,yes,1156,721,109055,MAE0020_BJX
3594454400846,703.8,,,PRETERAX 30 COMPRIMIDOS 5MG,,,yes,1156,721,109055,MAE0020_BJX
3594455600153,800.23,,,ELATEC 30 TABS 1000MG,,,yes,1156,721,109055,MAE0020_BJX
3594455800232,550.63,,,IDAPTAN MR 30 COMP 35MG,,,yes,1156,721,109055,MAE0020_BJX
3594455800515,716.68,,,IDAPTAN MR 60 COMP 35MG,,,yes,1156,721,109055,MAE0020_BJX
3594456400103,626.36,,,ELATEC 30 TABS 500MG,,,yes,1156,721,109055,MAE0020_BJX
3594458800451,724.9,,,NATRIXAM 1.5/5 30 COMPRIMIDOS,,,yes,1156,721,109055,MAE0020_BJX
3614225108723,41.38,,,T KOLESTON CASTANO OBSCURO #30,,,yes,1156,721,109055,MAE0020_BJX
3616303440145,50.63,,,DESOD. ADIDAS COOL & DRY 6 EN 1 SPRAY 150 ML,,,yes,1156,721,109055,MAE0020_BJX
3664798025705,415.91,,,SINUBERASE SUSP 20 AMPS SUSP 4 BILL UFC,,,yes,1156,721,109055,MAE0020_BJX
3664798027525,180.14,,,PHARMATON WOMAN 50+ 30CAPS 750 MG,,,yes,1156,721,109055,MAE0020_BJX
3664798032611,39.26,,,GLIMEPIRIDA GI 30 TABS 2 MG,,,yes,1156,721,109055,MAE0020_BJX
3664798032628,46.57,,,GLIMEPIRIDA GI 30 TABS 4 MG,,,yes,1156,721,109055,MAE0020_BJX
3664798040203,905.91,,,LOVENTRAX 30 TABS 10 MG,,,yes,1156,721,109055,MAE0020_BJX
3664798040210,945.16,,,LOVENTRAX 28 TABS 15 MG,,,yes,1156,721,109055,MAE0020_BJX
3664798040548,918.31,,,LOVENTRAX 28 TABS 20 MG,,,yes,1156,721,109055,MAE0020_BJX
3664798042313,478.26,,,LOVENTRAX 10 TABS 10 MG,,,yes,1156,721,109055,MAE0020_BJX
3664798042344,141.35,,,NEOMELUBRINA DUOPACK 10 TABS 500MG,,,yes,1156,721,109055,MAE0020_BJX
3664798044591,299.88,,,ENTEROGERMINA 12 CAPS 2 BILLONES UFC,,,yes,1156,721,109055,MAE0020_BJX
3664798055610,208.25,,,ALLEGRA SUSP 60 ML,,,yes,1156,721,109055,MAE0020_BJX
3664798067637,91.56,,,ICY HOT 35.4 GR,,,yes,1156,721,109055,MAE0020_BJX
3664798070354,121.6,,,HISTIAGRIN DULI 150 ML,,,yes,1156,721,109055,MAE0020_BJX
3664898060675,708.1,,,IDAPTAN OD 30 CAPS 80MG,,,yes,1156,721,109055,MAE0020_BJX
3664898062778,369.18,,,SULVERION 20 COMR 200MG,,,yes,1156,721,109055,MAE0020_BJX
3665585004682,267.83,,,IPRIKENE SUSP CACAO CARAMELO 3 GR 8 SOB,,,yes,1156,721,109055,MAE0020_BJX
3700039500034,1056.06,,,PREMASTAN GEL 80GR,,,yes,1156,721,109055,MAE0020_BJX
3700039500058,946.98,,,OESTROGEL TUBO 80GR,,,yes,1156,721,109055,MAE0020_BJX
3701179300010,257.71,,,MAGZEN 965 MG 60 TABS,,,yes,1156,721,109055,MAE0020_BJX
3701179300140,322.14,,,MEMOZAN 570 MG 60 CAPS,,,yes,1156,721,109055,MAE0020_BJX
3701217201330,424.43,,,OGESTAN PLUS 30 CAPS 950 MG,,,yes,1156,721,109055,MAE0020_BJX
3701217201415,1323.53,,,UTROGESTAN DUO PACK C/14 - 200 MG,,,yes,1156,721,109055,MAE0020_BJX
3701217201699,438.61,,,OGESTAN ANDRACTIV 1.617 GR 30 CAP,,,yes,1156,721,109055,MAE0020_BJX
3701217201781,651.86,,,OGESTAN PLUS TWIN PACK 30 CAP 950 MG C/U,,,yes,1156,721,109055,MAE0020_BJX
3701217202153,664.64,,,SINCLI PL 30 TABS 6.5 MG,,,yes,1156,721,109055,MAE0020_BJX
3701427900351,342.68,,,PROBIOLOG FIBRA 30 SOBRES,,,yes,1156,721,109055,MAE0020_BJX
3701427900375,303.51,,,PROBIOLOG GG 10 SABRES 1.5GR,,,yes,1156,721,109055,MAE0020_BJX
3701427900627,307.84,,,PROBIOLOG IBS 14 SOB 2 GR,,,yes,1156,721,109055,MAE0020_BJX
3760001041019,570.89,,,PROBIOLOG MAX 30 CAPS 227,,,yes,1156,721,109055,MAE0020_BJX
3760001041026,480.05,,,PROBIOLOG IBS 28 SOB 2GR,,,yes,1156,721,109055,MAE0020_BJX
37836012365,299.35,,,ECLIPSOL ULTRA CREMA FPS50 125 GR,,,yes,1156,721,109055,MAE0020_BJX
37836032660,56.71,,,SH RICITOS DE ORO NEUTRO 250ML,,,yes,1156,721,109055,MAE0020_BJX
37836033537,62.08,,,SH Q10 MANZ AGUA DE COCO 400ML,,,yes,1156,721,109055,MAE0020_BJX
37836040306,60.42,,,CREMA LIQ GRISI NEUTRO 400ML,,,yes,1156,721,109055,MAE0020_BJX
37836040450,38.09,,,CREMA CONCHA NACAR P/MANOS 80M,,,yes,1156,721,109055,MAE0020_BJX
37836041266,30.34,,,CREMA HINDS CLASICA 230ML,,,yes,1156,721,109055,MAE0020_BJX
37836041341,15.47,,,CREMA HINDS NATURAL 90 ML,,,yes,1156,721,109055,MAE0020_BJX
37836041389,15.47,,,CREMA HINDS HIDRATACION EXTR ALMENDRA 90 ML,,,yes,1156,721,109055,MAE0020_BJX
37836092817,90.06,,,JAB MAJA RED PLUM BLOSS 100X3,,,yes,1156,721,109055,MAE0020_BJX
37836092824,33.29,,,JAB MAJA RED EST BLOSSOM 100G,,,yes,1156,721,109055,MAE0020_BJX
381519180736,66.15,,,HER ESS SH CLASSIC SMOOTH 400 ML,,,yes,1156,721,109055,MAE0020_BJX
381519180767,66.15,,,HER ESS AC CLASSIC SMOOTH 400 ML,,,yes,1156,721,109055,MAE0020_BJX
382903201761,63.18,,,AGUJA ULTRA FINE 31GX5MM C/10,,,yes,1156,721,109055,MAE0020_BJX
382903201785,62.05,,,AGUJA ULTRA FINE  32X4MM C/10,,,yes,1156,721,109055,MAE0020_BJX
382903204786,437.5,,,AGUJA ULTRA FINE  32X4MM C/100,,,yes,1156,721,109055,MAE0020_BJX
382903249138,51.14,,,JER ULTRA FINE 31x6M 0.3ML  C/10,,,yes,1156,721,109055,MAE0020_BJX
382903249145,51.14,,,JER  ULTRA FINE  31GX6MM 0.5ML  C/10,,,yes,1156,721,109055,MAE0020_BJX
382903249152,51.14,,,JER ULTRA FINE  31GX6MM  1ML C/10,,,yes,1156,721,109055,MAE0020_BJX
382903267781,51.14,,,JER ULTRA FINE  31X8  0.3ML C/10,,,yes,1156,721,109055,MAE0020_BJX
382903267798,51.14,,,JER ULTRA FINE 31x8 0.5ML  C/10,,,yes,1156,721,109055,MAE0020_BJX
382903267866,122.73,,,JER ULTRA FINE 31X6MM 0.5 ML  C/30,,,yes,1156,721,109055,MAE0020_BJX
382903267873,122.73,,,JER  ULTRA FINE  31X6MM 1ML C/30,,,yes,1156,721,109055,MAE0020_BJX
382906709011,5.07,,,JER ULTRA FINE 30X13 1ML C/1,,,yes,1156,721,109055,MAE0020_BJX
382906713018,5.08,,,JER ULTRA FINE 31X8 0.5ML C/1,,,yes,1156,721,109055,MAE0020_BJX
4005800074103,55.17,,,CURITAS AQUA PROTECT 20 PZS,,,yes,1156,721,109055,MAE0020_BJX
4005808818594,91.08,,,CREMA N BODY ACLARADORA 200ML,,,yes,1156,721,109055,MAE0020_BJX
4005808820221,38.02,,,ATRIX TUBO 75ML,,,yes,1156,721,109055,MAE0020_BJX
4008491317061,475.67,,,PK MERZ 30 TABS 100MG,,,yes,1156,721,109055,MAE0020_BJX
4015630006779,244.11,,,ACCU CHEK SOFTCLIX C/200 LANCE,,,yes,1156,721,109055,MAE0020_BJX
4015630018277,75.07,,,ACCU CHEK SOFT CLIX 25 LANCETA,,,yes,1156,721,109055,MAE0020_BJX
4015630018284,187.1,,,ACCU CHEK SOFTCLIX C/100 LANCE,,,yes,1156,721,109055,MAE0020_BJX
4015630064076,259.7,,,ACCU CHEK ACTIVE C/50 TIRAS,,,yes,1156,721,109055,MAE0020_BJX
4015630064175,176.39,,,ACCU CHEK ACTIVE 25 TIRAS,,,yes,1156,721,109055,MAE0020_BJX
4015630067077,202.69,,,ACCU CHEK INSTANT 25 TIRAS,,,yes,1156,721,109055,MAE0020_BJX
4015630067084,269.03,,,ACCU CHEK INSTANT 50 TIRAS,,,yes,1156,721,109055,MAE0020_BJX
4015630082988,434.53,,,ACCU-CHECK ACTIVE KIT,,,yes,1156,721,109055,MAE0020_BJX
4015630981977,350.49,,,ACCU-CHEK PERFORMA 50 TIRAS,,,yes,1156,721,109055,MAE0020_BJX
4019338606071,630.28,,,DYMISTA D SUSP FCO 25ML,,,yes,1156,721,109055,MAE0020_BJX
4029799161033,755.3,,,MENSIFEM 60 TABS 2.8MG,,,yes,1156,721,109055,MAE0020_BJX
4030571003359,395.87,,,ARTELAC NIGHTTIME GEL 10MG,,,yes,1156,721,109055,MAE0020_BJX
4030571005070,416.17,,,ARTELAC REBALANCE SOL 10ML,,,yes,1156,721,109055,MAE0020_BJX
4032129083431,514.28,,,ZOMIG RAPIMELT 2 TABS 2.5MG,,,yes,1156,721,109055,MAE0020_BJX
4035710006628,257.69,,,ARTELAC SOL 10ML,,,yes,1156,721,109055,MAE0020_BJX
4039658000373,344.43,,,ARLEVERT 20 TABS 20MG/40MG,,,yes,1156,721,109055,MAE0020_BJX
4046222405458,428.43,,,HEPA MERZ GRAN 10 SOB 3GR,,,yes,1156,721,109055,MAE0020_BJX
4046222410445,1082.99,,,AKATINOL 14 TABS 20MG,,,yes,1156,721,109055,MAE0020_BJX
4046222410452,1558.41,,,AKATINOL 28 TABS 20MG,,,yes,1156,721,109055,MAE0020_BJX
4046222601645,999.83,,,AKATINOL 28 TABS 10MG,,,yes,1156,721,109055,MAE0020_BJX
4046222601669,605.97,,,AKATINOL 14 TABS 10MG,,,yes,1156,721,109055,MAE0020_BJX
4046222710279,657.69,,,HEPA MERZ INY 5 AMPS 10ML    E,,,yes,1156,721,109055,MAE0020_BJX
4046222740542,1000.35,,,PANTOGAR 90 CAPS,,,yes,1156,721,109055,MAE0020_BJX
4260095681720,246.63,,,DILATREND 14 TABS 6.25 MG,,,yes,1156,721,109055,MAE0020_BJX
4260095681737,706.96,,,DILATREND 14 TABS 25MG,,,yes,1156,721,109055,MAE0020_BJX
4260095687869,421.59,,,QUESTRAN 10 SOBRES PVO 4 GR,,,yes,1156,721,109055,MAE0020_BJX
4260095689344,1046.44,,,LEXOTAN 100 TABS 3 MG      *G2*,,,yes,1156,721,109055,MAE0020_BJX
4260095689351,381.99,,,LEXOTAN 30 TABS 3 MG       *G2*,,,yes,1156,721,109055,MAE0020_BJX
4260095689368,1725.71,,,LEXOTAN 100 TABS 6 MG      *G2*,,,yes,1156,721,109055,MAE0020_BJX
4607009581187,301.64,,,ANAFERON ADULTO 20 TABS,,,yes,1156,721,109055,MAE0020_BJX
4607009582023,254.8,,,RENGALINE 2 BILSTER 10 TAB,,,yes,1156,721,109055,MAE0020_BJX
4607009582153,296.1,,,AVANZATEN INF 40 TABS,,,yes,1156,721,109055,MAE0020_BJX
4607009582269,296.1,,,AVANZATEN 40 TABS,,,yes,1156,721,109055,MAE0020_BJX
5000456013666,400.5,,,NEXIUM IV SOL INY 40 MG      E,,,yes,1156,721,109055,MAE0020_BJX
5000456032131,942.11,,,ZESTRIL 28 TABS 20 MG,,,yes,1156,721,109055,MAE0020_BJX
5000456076708,853.67,,,FORXIGA 14 TABS 10MG,,,yes,1156,721,109055,MAE0020_BJX
5000456080989,1245.31,,,EDISTRIDE 28 TABS 10MG,,,yes,1156,721,109055,MAE0020_BJX
5016003657801,138.69,,,MICROLET LANCETAS 100`S,,,yes,1156,721,109055,MAE0020_BJX
5016003659409,41.82,,,ASCENSIA MICROLET 25 LANCETAS,,,yes,1156,721,109055,MAE0020_BJX
5016003770500,138.6,,,ASCENCIA CONTOUR PLUS 25 TIRAS,,,yes,1156,721,109055,MAE0020_BJX
5016003770609,250.0,,,CONTOUR PLUS TIRAS REACTIVAS50,,,yes,1156,721,109055,MAE0020_BJX
5016533644258,881.84,,,NEOCATE LCP 400 GR,,,yes,1156,721,109055,MAE0020_BJX
5016533650976,785.91,,,NEOCATE JR 400 GR,,,yes,1156,721,109055,MAE0020_BJX
5056227208236,520.09,,,ZESTORETIC 14 TABS 20 MG,,,yes,1156,721,109055,MAE0020_BJX
5065013358185,458.79,,,EROXON GEL 59 GR 4 TUBOS,,,yes,1156,721,109055,MAE0020_BJX
5391189200851,670.09,,,COVERSAM 30 COMP 5/5MG,,,yes,1156,721,109055,MAE0020_BJX
5391189230834,756.24,,,COVERSAM  30 TABLETAS 10/10,,,yes,1156,721,109055,MAE0020_BJX
5391189240659,794.3,,,PRETERAX 10MG 30 COMPR,,,yes,1156,721,109055,MAE0020_BJX
5391189330671,947.83,,,TRIPLIXAM 30 COMP 10/2.5/5MG,,,yes,1156,721,109055,MAE0020_BJX
5391189340656,947.83,,,TRIPLIXAM 10/2.5/10 30 COMPRIM,,,yes,1156,721,109055,MAE0020_BJX
5413787220564,21389.02,,,CIMZIA SOL INY 2 JER PRELL    ER,,,yes,1156,721,109055,MAE0020_BJX
5413787997954,1838.72,,,BRIVIACT 28 TABS 25MG        E,,,yes,1156,721,109055,MAE0020_BJX
5413787997985,1838.72,,,BRIVIACT 28 TABS 100MG       E,,,yes,1156,721,109055,MAE0020_BJX
5413787998005,5458.74,,,BRIVIACT IV SOL INY 10AMP 5M E,,,yes,1156,721,109055,MAE0020_BJX
5415062119839,517.76,,,AZULFIDINA 60 GRAG 500MG,,,yes,1156,721,109055,MAE0020_BJX
5415062378861,206.23,,,DEPO-MEDROL SUSP INY 1 ML 40 MG/ML,,,yes,1156,721,109055,MAE0020_BJX
5415062379660,781.45,,,STAQUIS 2% 30 GR,,,yes,1156,721,109055,MAE0020_BJX
5415062392317,149.4,,,TERRAMICINA OFT POM 10GR,,,yes,1156,721,109055,MAE0020_BJX
5605709349525,395.39,,,DOXIPROCT PLUS POM 60GR,,,yes,1156,721,109055,MAE0020_BJX
56100663546,31.53,,,PROTECTORES ALWAYS LARGO C/16,,,yes,1156,721,109055,MAE0020_BJX
5701943010853,435.2,,,PERSPIREX STRONG ROLL ON 20ML,,,yes,1156,721,109055,MAE0020_BJX
5701943012482,416.16,,,PERSPIREX COMFORT ROLL ON 20ML,,,yes,1156,721,109055,MAE0020_BJX
5701943013809,639.2,,,PERSPIREX LOC MANOS/PIES 100ML,,,yes,1156,721,109055,MAE0020_BJX
5702191029178,470.52,,,ADVANTAN CREMA 0.1% 15GR,,,yes,1156,721,109055,MAE0020_BJX
5702191029192,615.25,,,FINACEA GEL 15% 30 GR,,,yes,1156,721,109055,MAE0020_BJX
5702191029208,346.75,,,FUCICORT CREMA 2% 15GR,,,yes,1156,721,109055,MAE0020_BJX
5702191029222,304.17,,,FUCIDIN CREMA 2% 15GR,,,yes,1156,721,109055,MAE0020_BJX
5702191029239,476.49,,,FUCIDIN CREMA 2% 30GR,,,yes,1156,721,109055,MAE0020_BJX
5702191029291,304.17,,,FUCIDIN UNG 15G,,,yes,1156,721,109055,MAE0020_BJX
5702191029307,892.45,,,DAIVONEX UNG 5MG/100G TUBO 30G,,,yes,1156,721,109055,MAE0020_BJX
5702191029321,891.37,,,DAIVOBET UNG TUBO 30GR 5MG,,,yes,1156,721,109055,MAE0020_BJX
5702191029369,891.37,,,DAIVOBET GEL 30GR,,,yes,1156,721,109055,MAE0020_BJX
5702191029611,412.97,,,FUCIDIN MIX H 15 GR,,,yes,1156,721,109055,MAE0020_BJX
5702191029949,1373.34,,,ENSTILAR ESPUMA 60 GR 5 MG/50 MG,,,yes,1156,721,109055,MAE0020_BJX
5707725100156,963.47,,,NOURKRIN RADIANCE 30 TABS,,,yes,1156,721,109055,MAE0020_BJX
5997001328316,457.16,,,EVRA 3 PARCHES 6.00MG,,,yes,1156,721,109055,MAE0020_BJX
5997001362723,265.58,,,SIBILLA 21 TABS 1 BLISTR,,,yes,1156,721,109055,MAE0020_BJX
602723131247,39.24,,,PRUEBA DE EMBA JUST ASK,,,yes,1156,721,109055,MAE0020_BJX
637420200897,49.52,,,SOLVIN ANTISEP 120ML,,,yes,1156,721,109055,MAE0020_BJX
637420602004,44.6,,,FERLOR A.F. 30 TABS,,,yes,1156,721,109055,MAE0020_BJX
650240001314,449.8,,,NIKZON 90 TABS,,,yes,1156,721,109055,MAE0020_BJX
650240001635,336.49,,,X RAY 40 CAPS,,,yes,1156,721,109055,MAE0020_BJX
650240003974,242.35,,,CICATRICURE GEL TUBO 30GR,,,yes,1156,721,109055,MAE0020_BJX
650240004292,36.54,,,ASEPXIA JAB FORMULA FORTE 100G,,,yes,1156,721,109055,MAE0020_BJX
650240005398,125.43,,,SILKA MEDIC GEL 30GR,,,yes,1156,721,109055,MAE0020_BJX
650240006364,543.61,,,POINTTS AEROSOL 80ML,,,yes,1156,721,109055,MAE0020_BJX
650240006623,58.15,,,M FORCE MULTI O CONDON C/3,,,yes,1156,721,109055,MAE0020_BJX
650240006647,111.59,,,ULTRA BENGUE GEL 35GR,,,yes,1156,721,109055,MAE0020_BJX
650240007408,94.29,,,SILKA MEDIC GEL 15G,,,yes,1156,721,109055,MAE0020_BJX
650240007651,91.5,,,BIO ELECTRO 24 TABS,,,yes,1156,721,109055,MAE0020_BJX
650240008917,301.89,,,COLEDIA ANTIOXIDANTE 45 TABS,,,yes,1156,721,109055,MAE0020_BJX
650240009518,53.69,,,PRES M NATURAL C/3,,,yes,1156,721,109055,MAE0020_BJX
650240009525,53.69,,,PRES M TEXTURIZADOS C/3,,,yes,1156,721,109055,MAE0020_BJX
650240010088,148.39,,,SILUET 40 GEL TERMICO,,,yes,1156,721,109055,MAE0020_BJX
650240010507,111.59,,,ULTRA BENGUE AZUL GEL 35GR,,,yes,1156,721,109055,MAE0020_BJX
650240010538,37.11,,,NEXT 10 TABS,,,yes,1156,721,109055,MAE0020_BJX
650240010712,105.36,,,TUKOL D JARABE ADULTO 125ML,,,yes,1156,721,109055,MAE0020_BJX
