point_of_sale_id,drug_manufacturer_id,vendor_id,potencial_total,gasto_oportunidad,gasto_actual,status,valor_negocio,ahorro_total,client_id,client_name,pos_name,manufacturer_name
722,10281,1164,2633.6155,5643.11,11311.55,,1.3168076,3009.4945214843747,315,Santa Teresa,Churubusco,Farmadepot
722,10479,1275,3779.59,9138.13,16917.54,1,1.8897951,5358.539912109374,315,Santa Teresa,Churubusco,Aurosant Productos Farmaceutico
722,10637,1309,2046.1901,6489.99,9908.76,1,1.023095,4443.799936523437,315,Santa Teresa,Churubusco,Medicinas Rosario
722,10738,1350,1366.26,4771.65,18088.96,,0.68313,3405.3899902343746,315,Santa Teresa,Churubusco,Pharmaceutix
722,10761,1358,1235.6119,4493.34,7985.01,1,0.61780596,3257.7280615234376,315,Santa Teresa,Churubusco,Dilopsan
722,11087,1612,1129.8694,2158.21,2529.65,,0.5649347,1028.340615234375,315,Santa Teresa,Churubusco,MERCFARMA
722,11208,1762,2378.2227,5480.1,18309.59,,1.1891114,3101.8773437500004,315,Santa Teresa,Churubusco,Distribuidora Grupo Farmacos y Abarrotes Padilla
724,10267,1150,424.44717,1968.87,4363.6,1,0.21222359,1544.4228259277343,315,Santa Teresa,Ramos Millán,Grupo Privarez
724,10269,1152,1775.9501,4561.62,7167.4400000000005,1,0.887975,2785.6699267578124,315,Santa Teresa,Ramos Millán,Farmaceuticos Tenorio
724,10270,1153,109.0,112.09,112.09,1,0.0545,3.0900000000000034,315,Santa Teresa,Ramos Millán,SUMFA
724,10273,1156,5718.33,10421.54,20113.7,0,2.859165,4703.209921875001,315,Santa Teresa,Ramos Millán,Almacen de Drogas
724,10278,1161,431.616,1912.37,5858.96,,0.21580799,1480.7540026855468,315,Santa Teresa,Ramos Millán,Jeshua Medic
724,10281,1164,1765.2272,2561.13,3582.53,,0.8826136,795.9028271484376,315,Santa Teresa,Ramos Millán,Farmadepot
724,10479,1275,1361.96,3584.24,6142.18,1,0.68097997,2222.2800390625,315,Santa Teresa,Ramos Millán,Aurosant Productos Farmaceutico
724,10637,1309,2588.88,4488.43,6083.2,,1.29444,1899.5501171875003,315,Santa Teresa,Ramos Millán,Medicinas Rosario
724,10738,1350,729.26,2408.94,10482.48,,0.36463,1679.679990234375,315,Santa Teresa,Ramos Millán,Pharmaceutix
724,10761,1358,811.01886,3279.31,4635.74,1,0.4055094,2468.2911401367187,315,Santa Teresa,Ramos Millán,Dilopsan
724,11208,1762,498.208,1863.05,9749.06,,0.249104,1364.8419921875,315,Santa Teresa,Ramos Millán,Distribuidora Grupo Farmacos y Abarrotes Padilla
725,10267,1150,477.67932,692.95,4066.12,1,0.23883966,215.27067871093755,315,Santa Teresa,Sur 4,Grupo Privarez
725,10269,1152,2981.22,4413.63,6053.9,1,1.49061,1432.410029296875,315,Santa Teresa,Sur 4,Farmaceuticos Tenorio
725,10270,1153,897.0,995.2,1225.66,1,0.44849998,98.20000000000005,315,Santa Teresa,Sur 4,SUMFA
725,10273,1156,5795.8,8395.69,18375.84,0,2.8978996,2599.8901953125005,315,Santa Teresa,Sur 4,Almacen de Drogas
725,10278,1161,373.98752,522.3199999999999,4948.49,1,0.18699375,148.33248168945306,315,Santa Teresa,Sur 4,Jeshua Medic
725,10281,1164,1790.8408,2401.08,4344.22,,0.8954204,610.2391796874999,315,Santa Teresa,Sur 4,Farmadepot
725,10479,1275,1812.71,2813.53,6989.33,1,0.90635496,1000.8200390625002,315,Santa Teresa,Sur 4,Aurosant Productos Farmaceutico
725,10637,1309,851.39,1980.38,3765.33,,0.425695,1128.9899853515626,315,Santa Teresa,Sur 4,Medicinas Rosario
725,10738,1350,684.61,1016.01,8578.130000000001,,0.34230497,331.4000146484375,315,Santa Teresa,Sur 4,Pharmaceutix
725,10761,1358,897.19806,1585.64,2541.75,1,0.448599,688.4419409179689,315,Santa Teresa,Sur 4,Dilopsan
725,11087,1612,489.57608,519.5,1427.7,,0.24478804,29.923919677734375,315,Santa Teresa,Sur 4,MERCFARMA
725,11208,1762,218.121,251.36,10085.1,,0.109060496,33.23899780273439,315,Santa Teresa,Sur 4,Distribuidora Grupo Farmacos y Abarrotes Padilla
1097,10267,1150,2576.9302,9027.1,35887.24,,1.2884651,6450.16982421875,492,WeCare Pharma,Club Campestre,Grupo Privarez
1097,10269,1152,13646.51,40730.21,47436.99,1,6.823255,27083.700234375,492,WeCare Pharma,Club Campestre,Farmaceuticos Tenorio
1097,10270,1153,11881.5,56059.39,56059.39,1,5.94075,44177.89,492,WeCare Pharma,Club Campestre,SUMFA
1097,10273,1156,176298.5,435759.5,791181.92,,88.14925,259461.0,492,WeCare Pharma,Club Campestre,Almacen de Drogas
1097,10278,1161,1983.6862,5311.16,16335.49,,0.9918431,3327.4738427734374,492,WeCare Pharma,Club Campestre,Jeshua Medic
1097,10281,1164,6170.115,19174.57,23250.32,,3.0850575,13004.454765625,492,WeCare Pharma,Club Campestre,Farmadepot
1097,10479,1275,18260.51,67723.89,88500.4,1,9.130255,49463.380234375,492,WeCare Pharma,Club Campestre,Aurosant Productos Farmaceutico
1097,10637,1309,2467.53,7934.66,18130.5,,1.233765,5467.129970703125,492,WeCare Pharma,Club Campestre,Medicinas Rosario
1097,10738,1350,1700.24,6828.94,59694.06,,0.85012,5128.700009765625,492,WeCare Pharma,Club Campestre,Pharmaceutix
1097,10761,1358,1929.0474,9006.98,15741.43,,0.9645237,7077.93263671875,492,WeCare Pharma,Club Campestre,Dilopsan
1097,11087,1612,8647.499,21979.42,50652.37,,4.323749,13331.920976562498,492,WeCare Pharma,Club Campestre,MERCFARMA
1097,11208,1762,9546.503,29122.66,117499.06,,4.773251,19576.1570703125,492,WeCare Pharma,Club Campestre,Distribuidora Grupo Farmacos y Abarrotes Padilla
1098,10267,1150,2306.6084,8450.05,17703.84,,1.1533042,6143.441601562499,492,WeCare Pharma,Tezal,Grupo Privarez
1098,10269,1152,9532.29,23223.07,25537.24,1,4.7661448,13690.7799609375,492,WeCare Pharma,Tezal,Farmaceuticos Tenorio
1098,10270,1153,8872.53,19213.93,19213.93,1,4.436265,10341.3997265625,492,WeCare Pharma,Tezal,SUMFA
1098,10273,1156,87566.33,147867.07,331847.62,,43.783165,60300.74187500001,492,WeCare Pharma,Tezal,Almacen de Drogas
1098,10278,1161,2733.305,8468.38,18574.61,,1.3666525,5735.075068359374,492,WeCare Pharma,Tezal,Jeshua Medic
1098,10281,1164,6310.3813,13866.84,18605.19,,3.1551907,7556.45865234375,492,WeCare Pharma,Tezal,Farmadepot
1098,10479,1275,19148.56,43793.76,56956.63,1,9.57428,24645.199453125002,492,WeCare Pharma,Tezal,Aurosant Productos Farmaceutico
1098,10637,1309,2540.54,9452.48,13808.35,,1.27027,6911.9399609375,492,WeCare Pharma,Tezal,Medicinas Rosario
1098,10738,1350,4745.45,12032.32,36442.02,,2.372725,7286.8698046875,492,WeCare Pharma,Tezal,Pharmaceutix
1098,10761,1358,1881.7859,7174.33,10044.4,,0.94089293,5292.544111328125,492,WeCare Pharma,Tezal,Dilopsan
1098,11087,1612,5088.1943,11367.720000000001,26783.59,,2.5440972,6279.525664062501,492,WeCare Pharma,Tezal,MERCFARMA
1098,11208,1762,6294.8604,14260.99,63396.45,,3.14743,7966.1296484375,492,WeCare Pharma,Tezal,Distribuidora Grupo Farmacos y Abarrotes Padilla
1099,10267,1150,94.7395,117.66,2510.66,,0.047369752,22.920498046874997,492,WeCare Pharma,Altamirano,Grupo Privarez
1099,10269,1152,1308.26,1582.42,1629.62,1,0.65413,274.1599902343751,492,WeCare Pharma,Altamirano,Farmaceuticos Tenorio
1099,10273,1156,18025.6,22996.3,36988.68,,9.012799,4970.700390624999,492,WeCare Pharma,Altamirano,Almacen de Drogas
1099,10278,1161,203.6875,596.44,1335.03,,0.101843745,392.75250000000005,492,WeCare Pharma,Altamirano,Jeshua Medic
1099,10281,1164,1180.56,1678.22,1863.58,,0.59028,497.65994140625,492,WeCare Pharma,Altamirano,Farmadepot
1099,10479,1275,1255.52,1434.1,2501.78,1,0.62776,178.5799804687499,492,WeCare Pharma,Altamirano,Aurosant Productos Farmaceutico
1099,10637,1309,27.9,29.18,910.3299999999999,,0.01395,1.2800003814697263,492,WeCare Pharma,Altamirano,Medicinas Rosario
1099,10738,1350,456.35,544.41,2497.19,,0.228175,88.05999389648434,492,WeCare Pharma,Altamirano,Pharmaceutix
1099,10761,1358,277.7063,629.6,984.45,,0.13885315,351.893701171875,492,WeCare Pharma,Altamirano,Dilopsan
1099,11087,1612,973.74994,1145.2,1145.2,,0.48687494,171.4500610351563,492,WeCare Pharma,Altamirano,MERCFARMA
1099,11208,1762,1486.4004,1937.47,7080.6900000000005,,0.7432002,451.069609375,492,WeCare Pharma,Altamirano,Distribuidora Grupo Farmacos y Abarrotes Padilla
1101,10267,1150,2272.962,6171.07,30724.98,,1.1364809,3898.1080859374997,492,WeCare Pharma,Universidad,Grupo Privarez
1101,10269,1152,26762.08,59264.15,169113.51,1,13.38104,32502.069921875,492,WeCare Pharma,Universidad,Farmaceuticos Tenorio
1101,10270,1153,20876.3,84194.5,90212.89,1,10.43815,63318.19921875,492,WeCare Pharma,Universidad,SUMFA
1101,10273,1156,471158.44,1399564.66,2350256.12,,235.57921,928406.2224999999,492,WeCare Pharma,Universidad,Almacen de Drogas
1101,10278,1161,2055.8984,9361.03,38801.69,,1.0279492,7305.131562500001,492,WeCare Pharma,Universidad,Jeshua Medic
1101,10281,1164,32563.145,133536.37,166897.29,,16.281572,100973.22546875,492,WeCare Pharma,Universidad,Farmadepot
1101,10479,1275,45782.33,144541.11,275583.21,1,22.891165,98758.78187499999,492,WeCare Pharma,Universidad,Aurosant Productos Farmaceutico
1101,10637,1309,1964.25,3988.31,11792.03,,0.982125,2024.06,492,WeCare Pharma,Universidad,Medicinas Rosario
1101,10738,1350,2593.77,4741.9800000000005,111491.78,,1.296885,2148.2099804687505,492,WeCare Pharma,Universidad,Pharmaceutix
1101,10761,1358,1755.5685,28112.55,38403.96,,0.87778425,26356.981518554687,492,WeCare Pharma,Universidad,Dilopsan
1101,11087,1612,21785.729,97311.15,189606.05000000002,,10.892863,75525.421484375,492,WeCare Pharma,Universidad,MERCFARMA
1101,11208,1762,18320.125,67177.77,370020.38,1,9.160062,48857.645000000004,492,WeCare Pharma,Universidad,Distribuidora Grupo Farmacos y Abarrotes Padilla
1101,11459,1997,1400.0,6834.3,6834.3,,0.7,5434.3,492,WeCare Pharma,Universidad,HED
1102,10267,1150,1633.6014,3146.75,28012.829999999998,,0.81680065,1513.1485595703125,492,WeCare Pharma,Zákia,Grupo Privarez
1102,10269,1152,16038.7,26140.39,39907.9,1,8.01935,10101.6898046875,492,WeCare Pharma,Zákia,Farmaceuticos Tenorio
1102,10270,1153,5991.0,16408.62,16408.62,,2.9954998,10417.619999999999,492,WeCare Pharma,Zákia,SUMFA
1102,10273,1156,134113.12,210088.6,383085.94,,67.056564,75975.475,492,WeCare Pharma,Zákia,Almacen de Drogas
1102,10278,1161,3086.504,5709.69,23178.32,,1.5432519,2623.1860937499996,492,WeCare Pharma,Zákia,Jeshua Medic
1102,10281,1164,9858.047,21464.69,28598.87,,4.9290233,11606.643124999999,492,WeCare Pharma,Zákia,Farmadepot
1102,10479,1275,14977.63,30936.61,52712.68,1,7.4888144,15958.9801171875,492,WeCare Pharma,Zákia,Aurosant Productos Farmaceutico
1102,10637,1309,3582.35,6620.37,15647.15,,1.791175,3038.01990234375,492,WeCare Pharma,Zákia,Medicinas Rosario
1102,10738,1350,3502.14,5363.26,45524.91,,1.7510699,1861.1201074218752,492,WeCare Pharma,Zákia,Pharmaceutix
1102,10761,1358,2229.244,4023.89,11893.74,,1.114622,1794.6461035156249,492,WeCare Pharma,Zákia,Dilopsan
1102,11087,1612,6571.37,14366.97,19300.34,,3.285685,7795.599882812499,492,WeCare Pharma,Zákia,MERCFARMA
1102,11208,1762,10217.553,20438.11,86456.87,,5.108776,10220.557265625,492,WeCare Pharma,Zákia,Distribuidora Grupo Farmacos y Abarrotes Padilla
1113,10267,1150,992.0185,2951.95,38909.05,1,0.49600923,1959.931506347656,503,Farmacia Obregon,Farmacia Obregon,Grupo Privarez
1113,10269,1152,4992.5,11639.220000000001,63726.59,1,2.49625,6646.720000000001,503,Farmacia Obregon,Farmacia Obregon,Farmaceuticos Tenorio
1113,10270,1153,5745.88,10571.34,25946.02,,2.87294,4825.4601171875,503,Farmacia Obregon,Farmacia Obregon,SUMFA
1113,10273,1156,192765.77,245324.83,948267.08,1,96.38288,52559.06437499999,503,Farmacia Obregon,Farmacia Obregon,Almacen de Drogas
1113,10278,1161,978.4375,2809.27,30971.81,,0.48921874,1830.8325,503,Farmacia Obregon,Farmacia Obregon,Jeshua Medic
1113,10281,1164,19083.344,40903.78,68130.16,,9.541672,21820.43625,503,Farmacia Obregon,Farmacia Obregon,Farmadepot
1113,10479,1275,24481.5,38850.92,136123.89,1,12.240749,14369.419999999998,503,Farmacia Obregon,Farmacia Obregon,Aurosant Productos Farmaceutico
1113,10637,1309,1184.0,5038.28,37168.79,1,0.592,3854.2799999999997,503,Farmacia Obregon,Farmacia Obregon,Medicinas Rosario
1113,10738,1350,878.39996,2930.76,91479.39,,0.43919998,2052.360036621094,503,Farmacia Obregon,Farmacia Obregon,Pharmaceutix
1113,10761,1358,620.56226,4942.92,13732.66,1,0.31028113,4322.357744140625,503,Farmacia Obregon,Farmacia Obregon,Dilopsan
1113,11087,1612,579.3495,895.86,36553.86,,0.28967473,316.5105126953125,503,Farmacia Obregon,Farmacia Obregon,MERCFARMA
1113,11208,1762,6244.961,9599.73,204051.62,,3.1224804,3354.7690624999996,503,Farmacia Obregon,Farmacia Obregon,Distribuidora Grupo Farmacos y Abarrotes Padilla
1114,10267,1150,8134.1816,16441.75,80458.08,1,4.0670905,8307.568359375,504,Farmacia Jana,Farmacia Jana,Grupo Privarez
1114,10269,1152,32538.67,55286.83,81520.39,1,16.269335,22748.160078125,504,Farmacia Jana,Farmacia Jana,Farmaceuticos Tenorio
1114,10270,1153,17868.93,28691.73,29346.63,1,8.934464,10822.8003125,504,Farmacia Jana,Farmacia Jana,SUMFA
1114,10273,1156,337357.38,448399.75,1098867.59,1,168.67868,111042.375,504,Farmacia Jana,Farmacia Jana,Almacen de Drogas
1114,10278,1161,11012.745,20968.670000000002,103304.31,,5.5063725,9955.924882812502,504,Farmacia Jana,Farmacia Jana,Jeshua Medic
1114,10281,1164,33920.555,56379.06,94503.89,,16.960278,22458.505312499998,504,Farmacia Jana,Farmacia Jana,Farmadepot
1114,10479,1275,60513.14,100477.7,183413.52,,30.256569,39964.559375,504,Farmacia Jana,Farmacia Jana,Aurosant Productos Farmaceutico
1114,10637,1309,11426.189,33638.69,70336.4,1,5.713094,22212.500546875002,504,Farmacia Jana,Farmacia Jana,Medicinas Rosario
1114,10738,1350,11239.64,29784.14,185553.08,,5.6198196,18544.5003515625,504,Farmacia Jana,Farmacia Jana,Pharmaceutix
1114,10761,1358,7266.585,22392.72,56095.58,,3.6332924,15126.135039062501,504,Farmacia Jana,Farmacia Jana,Dilopsan
1114,11087,1612,23786.121,39500.44,54126.48,,11.89306,15714.318906250002,504,Farmacia Jana,Farmacia Jana,MERCFARMA
1114,11208,1762,31300.383,54965.48,269164.51,,15.650191,23665.097187500003,504,Farmacia Jana,Farmacia Jana,Distribuidora Grupo Farmacos y Abarrotes Padilla
1170,10267,1150,3500.1895,18913.88,219693.92,1,1.7500948,15413.690546875001,557,Farmacias Digsa,Digsa Medica,Grupo Privarez
1170,10269,1152,31933.53,90505.21,191605.24,1,15.966764,58571.68070312501,557,Farmacias Digsa,Digsa Medica,Farmaceuticos Tenorio
1170,10270,1153,6880.67,18451.26,18998.82,1,3.440335,11570.590078124998,557,Farmacias Digsa,Digsa Medica,SUMFA
1170,10273,1156,184405.2,528273.66,929837.51,1,92.2026,343868.45687500003,557,Farmacias Digsa,Digsa Medica,Almacen de Drogas
1170,10277,1160,1420.414,5563.63,6501.57,1,0.710207,4143.216059570313,557,Farmacias Digsa,Digsa Medica,Luman Farmaceuticos
1170,10278,1161,6959.3247,16806.92,148941.36,1,3.4796624,9847.595292968748,557,Farmacias Digsa,Digsa Medica,Jeshua Medic
1170,10281,1164,17312.998,76668.75,109258.08,1,8.656499,59355.751953125,557,Farmacias Digsa,Digsa Medica,Farmadepot
1170,10479,1275,20439.82,46971.26,186204.29,1,10.21991,26531.439687500002,557,Farmacias Digsa,Digsa Medica,Aurosant Productos Farmaceutico
1170,10637,1309,9437.67,37097.92,150406.97,0,4.718835,27660.250078125,557,Farmacias Digsa,Digsa Medica,Medicinas Rosario
1170,10738,1350,6029.82,23777.03,254319.29,,3.01491,17747.21017578125,557,Farmacias Digsa,Digsa Medica,Pharmaceutix
1170,10761,1358,7662.835,32371.57,114710.03,1,3.8314176,24708.7350390625,557,Farmacias Digsa,Digsa Medica,Dilopsan
1170,11087,1612,3884.9243,4726.28,23494.74,,1.9424621,841.3556835937497,557,Farmacias Digsa,Digsa Medica,MERCFARMA
1170,11208,1762,5933.226,20558.37,366563.71,,2.966613,14625.143925781249,557,Farmacias Digsa,Digsa Medica,Distribuidora Grupo Farmacos y Abarrotes Padilla
1182,10267,1150,1812.2986,18362.47,266122.92,1,0.90614927,16550.171416015626,567,Farmacia Drdi,Farmacia Drdi,Grupo Privarez
1182,10269,1152,20012.7,98029.38,274664.59,1,10.00635,78016.68078125,567,Farmacia Drdi,Farmacia Drdi,Farmaceuticos Tenorio
1182,10270,1153,4364.86,12068.28,14913.57,1,2.18243,7703.420136718751,567,Farmacia Drdi,Farmacia Drdi,SUMFA
1182,10273,1156,171035.38,433406.39,1286882.42,1,85.517685,262371.015,567,Farmacia Drdi,Farmacia Drdi,Almacen de Drogas
1182,10278,1161,3699.6843,28601.01,293414.45,1,1.8498422,24901.325673828123,567,Farmacia Drdi,Farmacia Drdi,Jeshua Medic
1182,10281,1164,20347.521,61603.48,148770.95,1,10.17376,41255.958515625,567,Farmacia Drdi,Farmacia Drdi,Farmadepot
1182,10479,1275,21217.03,63660.590000000004,328555.48,1,10.608514,42443.560703125004,567,Farmacia Drdi,Farmacia Drdi,Aurosant Productos Farmaceutico
1182,10637,1309,5153.37,35805.9,217542.69,,2.5766852,30652.5298828125,567,Farmacia Drdi,Farmacia Drdi,Medicinas Rosario
1182,10738,1350,2790.87,23933.96,417975.31,,1.395435,21143.0898828125,567,Farmacia Drdi,Farmacia Drdi,Pharmaceutix
1182,10761,1358,4889.504,47947.75,211372.69,1,2.4447517,43058.24609375,567,Farmacia Drdi,Farmacia Drdi,Dilopsan
1182,11087,1612,7425.706,10375.51,28999.89,1,3.712853,2949.8039453125,567,Farmacia Drdi,Farmacia Drdi,MERCFARMA
1182,11208,1762,5819.995,27175.2,497678.36,,2.9099975,21355.2048828125,567,Farmacia Drdi,Farmacia Drdi,Distribuidora Grupo Farmacos y Abarrotes Padilla
1183,10267,1150,3908.2104,18248.48,62209.76,1,1.9541051,14340.26955078125,568,Farmacia Mazal,Mazal Stim,Grupo Privarez
1183,10269,1152,15936.03,43486.56,71385.75,1,7.968015,27550.529726562498,568,Farmacia Mazal,Mazal Stim,Farmaceuticos Tenorio
1183,10270,1153,350.0,475.86,772.7,1,0.175,125.86000000000001,568,Farmacia Mazal,Mazal Stim,SUMFA
1183,10273,1156,191688.3,310391.44,682006.15,0,95.84415,118703.143125,568,Farmacia Mazal,Mazal Stim,Almacen de Drogas
1183,10278,1161,2904.0486,13883.17,43662.32,,1.4520242,10979.121416015625,568,Farmacia Mazal,Mazal Stim,Jeshua Medic
1183,10281,1164,5536.5254,11213.15,19567.94,,2.7682626,5676.624609375,568,Farmacia Mazal,Mazal Stim,Farmadepot
1183,10479,1275,16181.87,40854.93,79312.2,,8.090935,24673.0598828125,568,Farmacia Mazal,Mazal Stim,Aurosant Productos Farmaceutico
1183,10637,1309,4372.73,23499.25,53987.85,,2.186365,19126.52001953125,568,Farmacia Mazal,Mazal Stim,Medicinas Rosario
1183,10738,1350,4840.98,25471.08,93731.58,,2.4204898,20630.10001953125,568,Farmacia Mazal,Mazal Stim,Pharmaceutix
1183,10761,1358,3581.0786,23117.27,48534.67,,1.7905393,19536.19138671875,568,Farmacia Mazal,Mazal Stim,Dilopsan
1183,11087,1612,565.8198,609.02,7282.32,,0.2829099,43.20017578124998,568,Farmacia Mazal,Mazal Stim,MERCFARMA
1183,11208,1762,4393.731,19970.83,122923.67,,2.1968656,15577.099042968752,568,Farmacia Mazal,Mazal Stim,Distribuidora Grupo Farmacos y Abarrotes Padilla
1192,10267,1150,530.2703,3070.69,42419.74,1,0.26513514,2540.419675292969,577,Farmaenvios,Tlaco,Grupo Privarez
1192,10269,1152,4462.04,28280.88,51720.89,1,2.23102,23818.8399609375,577,Farmaenvios,Tlaco,Farmaceuticos Tenorio
1192,10270,1153,1946.0,7086.45,7086.45,1,0.973,5140.45,577,Farmaenvios,Tlaco,SUMFA
1192,10273,1156,43328.68,109148.01,310154.41,0,21.664341,65819.3303125,577,Farmaenvios,Tlaco,Almacen de Drogas
1192,10278,1161,229.425,5469.79,33652.45,1,0.1147125,5240.364996948242,577,Farmaenvios,Tlaco,Jeshua Medic
1192,10281,1164,2654.3926,8273.48,16854.42,,1.3271964,5619.087421875,577,Farmaenvios,Tlaco,Farmadepot
1192,10479,1275,4609.95,17638.79,85149.22,1,2.304975,13028.8398046875,577,Farmaenvios,Tlaco,Aurosant Productos Farmaceutico
1192,10637,1309,1736.72,9234.28,46001.520000000004,1,0.86836,7497.560029296876,577,Farmaenvios,Tlaco,Medicinas Rosario
1192,10738,1350,1124.21,5997.53,82541.65,,0.562105,4873.3200390625,577,Farmaenvios,Tlaco,Pharmaceutix
1192,10761,1358,1039.1826,9535.67,34572.69,1,0.5195913,8496.4873828125,577,Farmaenvios,Tlaco,Dilopsan
1192,11208,1762,1180.0107,2381.29,110931.2,1,0.59000534,1201.2792578125,577,Farmaenvios,Tlaco,Distribuidora Grupo Farmacos y Abarrotes Padilla
1197,10267,1150,38.51203,66.98,112.15,,0.019256016,28.467968444824223,582,Farmacias Bell Quintana Roo,Farmacias Bell KM 80,Grupo Privarez
1197,10269,1152,51.8,88.82000000000001,88.82000000000001,,0.025899999,37.02000076293946,582,Farmacias Bell Quintana Roo,Farmacias Bell KM 80,Farmaceuticos Tenorio
1197,10270,1153,625.0,733.55,733.55,,0.3125,108.54999999999995,582,Farmacias Bell Quintana Roo,Farmacias Bell KM 80,SUMFA
1197,10273,1156,3636.71,4019.59,6106.28,,1.818355,382.88003906250015,582,Farmacias Bell Quintana Roo,Farmacias Bell KM 80,Almacen de Drogas
1197,10278,1161,252.8505,291.32,314.65,,0.12642525,38.46950561523437,582,Farmacias Bell Quintana Roo,Farmacias Bell KM 80,Jeshua Medic
1197,10281,1164,670.0,733.55,733.55,,0.33499998,63.549999999999955,582,Farmacias Bell Quintana Roo,Farmacias Bell KM 80,Farmadepot
1197,10479,1275,221.59999,275.23,297.07,,0.1108,53.630009155273456,582,Farmacias Bell Quintana Roo,Farmacias Bell KM 80,Aurosant Productos Farmaceutico
1197,10637,1309,53.450005,90.31,112.15,,0.026725002,36.85999542236328,582,Farmacias Bell Quintana Roo,Farmacias Bell KM 80,Medicinas Rosario
1197,10738,1350,57.949997,90.31,371.66,,0.028974997,32.360003051757815,582,Farmacias Bell Quintana Roo,Farmacias Bell KM 80,Pharmaceutix
1197,10761,1358,76.044586,112.15,112.15,,0.038022295,36.10541381835938,582,Farmacias Bell Quintana Roo,Farmacias Bell KM 80,Dilopsan
1197,11208,1762,36.7762,66.98,890.53,,0.0183881,30.20380065917969,582,Farmacias Bell Quintana Roo,Farmacias Bell KM 80,Distribuidora Grupo Farmacos y Abarrotes Padilla
1224,10267,1150,2079.5598,8666.94,51446.43,,1.0397799,6587.3801855468755,595,Farmacia de la Caridad,Farmacia de la Caridad,Grupo Privarez
1224,10269,1152,8058.7,23545.74,37538.11,1,4.02935,15487.039804687502,595,Farmacia de la Caridad,Farmacia de la Caridad,Farmaceuticos Tenorio
1224,10270,1153,186.0,224.5,224.5,,0.093,38.5,595,Farmacia de la Caridad,Farmacia de la Caridad,SUMFA
1224,10273,1156,8702.21,16784.23,77715.63,,4.3511047,8082.0200390625,595,Farmacia de la Caridad,Farmacia de la Caridad,Almacen de Drogas
1224,10278,1161,2977.2937,9301.32,50263.96,,1.4886469,6324.026298828125,595,Farmacia de la Caridad,Farmacia de la Caridad,Jeshua Medic
1224,10281,1164,1537.3801,2464.55,15127.86,0,0.76869,927.1698730468752,595,Farmacia de la Caridad,Farmacia de la Caridad,Farmadepot
1224,10479,1275,6322.44,17020.420000000002,47659.07,,3.16122,10697.980058593752,595,Farmacia de la Caridad,Farmacia de la Caridad,Aurosant Productos Farmaceutico
1224,10637,1309,6269.63,20088.42,46131.04,,3.134815,13818.790117187498,595,Farmacia de la Caridad,Farmacia de la Caridad,Medicinas Rosario
1224,10738,1350,2528.86,10654.49,57508.16,,1.26443,8125.629892578125,595,Farmacia de la Caridad,Farmacia de la Caridad,Pharmaceutix
1224,10761,1358,5504.0635,20074.64,42830.03,,2.7520318,14570.5765234375,595,Farmacia de la Caridad,Farmacia de la Caridad,Dilopsan
1224,11087,1612,292.0097,637.6,761.5,,0.14600484,345.5902954101563,595,Farmacia de la Caridad,Farmacia de la Caridad,MERCFARMA
