vendor_id,super_catalog_id,descripción,name,base_price,percentage
1150,7506376000253,VITACILINA FACIAL ANTIARRUGAS 1 CMA 100G,México,115.0,-0.05
1150,7506376000260,VITACILINA FACIAL ACLARADORA 1 CMA 100G,México,115.0,-0.05
1150,7502227876015,ROMINSOL 20 TAB 325/37.5 MG,México,270.0,-0.05
1150,7501342803890,PREGABALINA 14 CAPS 150 MG,México,286.44,-0.05
1150,7501342803906,PREGABALINA 28 CAPS 150 MG,México,476.64,-0.05
1150,7501342800097,PREGABALINA 28 CAP 75 MG,México,380.0,-0.05
1150,354312225140,VITACILINA 16G 1 UNG .350/100000UI/100G,México,43.35,-0.05
1150,354312225133,VITACILINA 28G 1 UNG .350/100000UI/100G,México,64.35,-0.05
1150,7506335700866,TRECTYL 4 TAB 50 MG,México,17.8789,-0.05
1150,7502006922612,FORCIL 1 GOT 125MG/15 ML,México,60.0,-0.05
1150,7501075721164,NATRAZIM 28 TAB 80 MG,México,512.0,-0.05
1150,75049812,TIMOLOL 1 GOT 5MG/5 ML,México,33.715,-0.05
1150,354312225010,DERMAN CREMA 25G 1 TUBO 2/5/100G,México,30.0255,-0.05
1150,7501349021945,VALACICLOVIR 10 COMP 500 MG,México,176.594,-0.05
1150,7503008344716,LA FEMME 30 CAPS 3500/400UI/20/10/5 MG,México,200.08,-0.05
1150,7501573908982,GRIMERAL 10 TAB  10 MG,México,99.51,-0.05
1150,7501125188985,AGRIFEN NOCHE 10 TAB 500/5/4 MG,México,26.529,-0.05
1150,7404001752204,VIVE COLOR MENTA 144 PZAS,México,582.351,-0.05
1150,7502009747236,EXALIV 24 TAB 325/5/2 MG,México,99.0,-0.05
1150,7506452400120,JOLO-GOMITAS 1 BOTE 148 G,México,75.0,-0.05
1150,7503181041884,PLENIFORM 40 30 TAB 80/60/11.81/500 MG,México,336.17,-0.05
1150,7502009748356,LOSARTAN/HIDROCLOR 30 COMP 50/12.5 MG,México,,-0.05
1150,7503003406419,ALGODÓN PLISADO 1 BOL 300 G,México,43.8894,-0.05
1150,7502216804692,IRBESARTÁN 14 TAB 150 MG,México,59.1084,-0.05
1150,714908101003,CALTRON 600+MAGNESIO 60 TAB 1500/100 MG,México,106.613,-0.05
1150,7503003406327,ALGODÓN PLISADO 1 BOL 50 G,México,9.1131,-0.05
1150,7502211789901,BUTILHIOSCINA 10 TAB 10 MG,México,16.0728,-0.05
1150,7500326106972,MEM-EH 30 TAB 800 MG,México,283.3,-0.05
1150,7503003406808,VENDA  POSTPARTO 1 VENDA 30 CM,México,32.91,-0.05
1150,7501130713523,VITAMINA E-400 30 CAPS 400 MG,México,66.7172,-0.05
1150,7503014377845,SENSY LUB FRESA 1 GEL 60ML  MASAJE/LUB,México,210.0,-0.05
1150,7501349024526,ATORVASTATINA 10 TAB 20 MG,México,15.6732,-0.05
1150,7502274791811,LODEXIED 30 TAB 100MG/5MG/0.05MG,México,150.0,-0.05
1150,7503003406297,HISOPOS  EXHIBIDOR 20 BOL 25 PZA,México,50.65,-0.05
1150,7502226293936,METFORMINA LP 30 TAB 750 MG,México,71.76,-0.05
1150,7501573904762,DIONIXOL 4 TAB 50 MG,México,9.0465,-0.05
1150,6358975544000,CLOROFIL-JAHVS 1 SOL 500 ML,México,56.0994,-0.05
1150,780083141585,SOVICLOR 1 CMA 5 G,México,146.52,-0.05
1150,7503003406785,ALGODÓN TORUNDAS 1 BOL 75 G,México,14.6742,-0.05
1150,7502240450018,CHARYN 3 TAB 500 MG,México,25.7631,-0.05
1150,7502009745980,ALTIVER 30 TAB 50 MG,México,13.0536,-0.05
1150,780083142605,CIGMADIL 16 CAPS 300 MG,México,38.1063,-0.05
1150,7502009740367,TENESCAN 1 CMA 20/1 G,México,105.0,-0.05
1150,7502009745881,BENNET 10 TAB 5 MG,México,31.968,-0.05
1150,7502009745768,BENNET 1 SOL 50MG/100/120 ML,México,26.52,-0.05
1150,7501571201870,KLIMYN 20 TAB 40 MG,México,6.8558,-0.05
1150,7503028771684,BAÑO COLOIDE 1 PVO 96.5/2/90 G,México,22.9104,-0.05
1150,714908107098,INTIM FEM 1 SHAMPOO INT 260 G,México,193.94,-0.05
1150,7502009745683,EXALVER PEDIAT 1 SOL 30 ML,México,102.0,-0.05
1150,7502259892304,GOMITAS NITE (L-TEANINA) 30 GOM 3 G C/U,México,342.0,-0.05
1150,7501349020009,TRAMADOL 5 FA 100MG/2 ML,México,151.0,-0.05
1150,7503003406341,ALGODÓN PLISADO 1 BOL 200 G,México,31.8903,-0.05
1150,7502231320146,BLOQADRE 14 TAB 25 MG,México,203.2077,-0.05
1150,7502216804982,BROMURO DE PINAVERIO 14 TAB 100 MG,México,30.305,-0.05
1150,7503020089862,C-VYM 30 TAB 1000 MG,México,58.7523,-0.05
1150,780083148683,DOLIKAN 10 TAB 10 MG,México,7.8366,-0.05
1150,7506021101038,FORTI G 50 TAB 1.2 G,México,179.0,-0.05
1150,7503003406402,HISOPOS 1 ENVASE 100 PZAS,México,14.04,-0.05
1150,7502213042745,PROTAISOL 1 SUSP/AER 200 DOSIS 12.80 G,México,598.04,-0.05
1150,75017156,VIVRADOXIL 10 TAB 100 MG,México,150.0,-0.05
1150,7503003406334,ALGODÓN PLISADO 1 BOL 100 G,México,14.8518,-0.05
1150,7503003406310,ALGODÓN PLISADO 1 BOL 25 G,México,4.5621,-0.05
1150,7502213042806,CLOFHIVEN  200 DOSIS 250 MCG/12.80G,México,219.3915,-0.05
1150,7501573900412,BIFAREN 30 TAB 200 MG,México,22.1556,-0.05
1150,7501573903260,BROMHEXINA AD 1 SUSP 160MG/100 ML,México,16.8165,-0.05
1150,7502274791736,CELECOXIB TRICOXA 10 CAPS 200MG,México,27.4281,-0.05
1150,714706909856,NKOUT 12 CAPS 250MG/5MG/2MG,México,47.5894,-0.05
1150,7501573900221,VEXOTIL 30 TAB 10 MG,México,80.25,-0.05
1150,785120755442,PRALEX 28 TAB 10 MG,México,265.2,-0.05
1150,7502211788928,DESYN-N 6 SUP 60/5 MG,México,32.1345,-0.05
1150,7502240451022,LACDOL-S 6 TAB 30MG,México,149.52,-0.05
1150,785118754297,SIBOFIX 7 TAB  750 MG,México,285.6,-0.05
1150,7502227875957,KATSORAAM 30 TAB 10 MG,México,41.1606,-0.05
1150,7501573904335,FENOCOL 1 JBE 2/1G/140 ML,México,209.72,-0.05
1150,785118753955,FIGRAL 10 TAB 50 MG,México,404.0,-0.05
1150,7501109763986,MAGSOKON 1 CAJA 26 G,México,16.6175,-0.05
1150,7503008344747,AFRODIT 30 CAP 400 MG,México,43.8894,-0.05
1150,7503008344204,MELIDAM 30 CAPS,México,227.03,-0.05
1150,7501547522145,TROCILETAS-B LIMON. 12 TAB 2.5/10 MG,México,171.0,-0.05
1150,7503000422351,MAFENA 20 GRAG 50 MG,México,14.9385,-0.05
1150,7501482202225,TYCROPS FINASTERIDA 5MG 30 TAB,México,600.0,-0.05
1150,7503003406075,GASA ESTERILIZADA 100 SOB 10CMX10CM,México,128.86,-0.05
1150,780083139575,BONAZIN 1 FA 50/25/20 MG,México,20.8902,-0.05
1150,7501061812289,CEPILLO CHAVO BARRIL/PELOTA 1 BLIST 1PZA,México,15.8508,-0.05
1150,821998000588,LOSARTAN 90 TAB 50 MG,México,44.643,-0.05
1150,7502209858060,SOLTADOL 20 TAB 750 MG,México,72.0,-0.05
1150,7501573902966,NAFICH 1 CMA 1% 15 G,México,141.24,-0.05
1150,7502009749230,KLARIX 1 SUSP 125MG/5ML 60 ML,México,243.0,-0.05
1150,821998000250,CLOROPIRAMINA 20 TAB 25 MG,México,43.0902,-0.05
1150,7503049078045,FENOFIBRATO 15 CAPS 160 MG,México,780.0,-0.05
1150,714706910579,BRONCOLIN ALICOLIX JBE 140 ML,México,82.0512,-0.05
1150,7501258205078,BAÑO COLOIDE 1 PVO 96.5/2/90 G,México,43.9782,-0.05
1150,7502009742095,FLEXIVER COMPUESTO 10 CAPS 215/15 MG,México,219.0,-0.05
1150,7502227876848,OFELICON 10 CAPS 15/215 MG,México,27.7654,-0.05
1150,7506021102301,G-FX COMPLETE POLVO 20 SOBRES 10 G C/U,México,442.0,-0.05
1150,7502006923534,BREGAMIN AV 1 JBE 0.5/.02/3 G/ 60ML,México,26.9215,-0.05
1150,7503181041488,TAMARINLAX 30 CAPS,México,238.12,-0.05
1150,7501573900337,CLOXAN 20 COMP 30 MG,México,8.9466,-0.05
1150,7502227872697,PRESLOPIN 30 TAB 5 MG,México,369.66,-0.05
1150,7502259891222,VITREX N 30 CAPS 1.8 G,México,228.0,-0.05
1150,7502009749391,DEXLANSOPRAZOL 14 CAPS 30 MG,México,42.2663,-0.05
1150,7501277024711,CIRCUTAST 20 TAB 450/50 MG,México,142.393,-0.05
1150,7501573909408,OVISEN 28 TAB 20 MG,México,263.22,-0.05
1150,7503003406051,GASA ESTERILIZADA 10 SOB 10CMX10CM,México,15.49,-0.05
1150,780083148805,DOLPROFEN 10 TAB 800 MG,México,22.2,-0.05
1150,1341056234278,LEVADURA DE CERVEZA 100 TAB 500 MG,México,138.07,-0.05
1150,7501571201221,OPRAMID 14 CAPS 20 MG,México,7.557,-0.05
1150,7503001007656,WAMINDEL 1 GOT 100MG/30 ML,México,97.37,-0.05
1150,714908100099,CALTRON 600+D 60 TAB 600MG /125 UI,México,100.694,-0.05
1150,7501101623769,"TIAMINAL B12 50,000 5 FA 100/5/1 MG",México,649.0,-0.05
1150,7502259890294,VITREX D 30 CAPS 1.150 MG,México,228.0,-0.05
1150,7502009746055,CLAMOXIN 12 H 14 TAB 875/125 MG,México,73.2435,-0.05
1150,7502259892366,ANIMALIN WELL VIT C- ZINC 30GOM 2.5G C/U,México,45.8319,-0.05
1150,7501384504915,BEZAFIBRATO 30 TAB 200 MG,México,29.3135,-0.05
1150,7501349024601,BUTILHIOSCINA 10 TAB 10 MG,México,12.2766,-0.05
1150,714908105650,SALUDOL 1 GEL 100 G,México,48.4744,-0.05
1150,7502009741296,CEFAGEN 1 SUSP 250MG/5/50 ML,México,78.3549,-0.05
1150,7502227872123,RAAMCINET 10 TAB 10 MG,México,15.7021,-0.05
1150,785120754254,VENOXIL 60 TAB 75 MG,México,224.4,-0.05
1150,7502009747298,ADONAT 1 JALEA 25G/0.75 G,México,49.973,-0.05
1150,7502009740374,TENESCAN V 1 CMA 20/2 G,México,159.0,-0.05
1150,7501349024533,EZETIMIBA/SIMVASTA 14 TAB 10/20 MG,México,533.0,-0.05
1150,7503004908738,LIDOCAINA 1 UNG 5% 35 G,México,27.0595,-0.05
1150,7501061810636,CEPILLO DENTAL SUPER 1 BLISTER 1PZA,México,6.9264,-0.05
1150,7501061811220,GUSANITO UNIPACK 1 BLISTER 1PZA,México,15.37,-0.05
1150,7502216796119,LOSARTAN/ HIDROCLOROT 15 TAB 100/25 MG,México,1105.09,-0.05
1150,7501573900177,BRAX 10 TAB 275/300 MG,México,13.3977,-0.05
1150,7501125116810,AGRIFEN 10 TAB 500 MG,México,27.4836,-0.05
1150,7502259892410,GOMITAS VINAGRE MANZANA 30 GOM 3G C/U,México,73.0595,-0.05
1150,7502239732071,PREBIOS 1 PBA EMB 1 PZA,México,144.5,-0.05
1150,7501547521025,HEMOGER 50 GRAG 300 MG,México,300.0,-0.05
1150,7501075721256,NATRAZIM 14 TAB 80 MG,México,311.0,-0.05
1150,7502009744082,ANIMALIN C 60 GOM 3 G C/U,México,46.3536,-0.05
1150,7501358100044,ARNICA MONTANA ARN 1 FRASCO C/150 GLOBUL,México,31.4352,-0.05
1150,75049638,CLORAFENICOL UNG OFTALMICO 1% 5G,México,42.6351,-0.05
1150,7501349021716,SOLUFIT ZERO FRESA-KIWI 1SOL 500 ML,México,17.0858,-0.05
1150,7501349029101,SOLURAL LIM-LIMON 1 SOL 314/149MG/500 ML,México,35.0,-0.05
1150,780083140588,PLUS GEL 50 TAB 200/200/20 MG,México,214.29,-0.05
1150,7502216791299,ADYTENN 30 TAB 10 MG,México,9.1464,-0.05
1150,7502227876428,BREFLUMAR 20 TAB 5 MG,México,30.981,-0.05
1150,785120754681,HIDROXIN 30 TAB 10 MG,México,188.7,-0.05
1150,7502009740794,LINCOVER 16 CAPS 500 MG,México,60.5353,-0.05
1150,714908105483,SALUFILA 1 SOL 500 ML,México,78.4602,-0.05
1150,7502216796553,TOPIRAMATO 20 TAB 25 MG,México,315.44,-0.05
1150,7506021100758,G-FX 60 CAPS 500 MG,México,411.0,-0.05
1150,7501349029613,COMBEDI DX 6 AMP 3 JGAS 4 MG,México,58.3749,-0.05
1150,75070328,GLIBENCLAMIDA 50 TAB 5 MG,México,60.6,-0.05
1150,714706910975,BICOESTOL CEREZA 1 EXHIB 12/8 PAST 20 G,México,199.7778,-0.05
1150,780083148829,DOLPROFEN 10 TAB 400 MG,México,16.8276,-0.05
1150,7501573908975,GRIMERAL 20 TAB 10 MG,México,166.92,-0.05
1150,714706903861,BRONCOFRESH MIEL-EUCAL 1 CJA/12 PZS,México,87.579,-0.05
1150,7501573900467,MESSELXEN 30 TAB 250 MG,México,121.98,-0.05
1150,7501349025424,TELMISARTAN 14 TAB 40 MG,México,23.6581,-0.05
1150,7501349029842,TELMISA/HIDRO 28 TAB 80MG/25MG,México,750.0,-0.05
1150,7502223110168,VITAMINA CDA 5 AMP 250/.010/1/15 MG 3 ML,México,25.8681,-0.05
1150,714908107425,ENERSOY VAINILLA 1 PVO 500 G,México,177.4668,-0.05
1150,7506335703416,AC-VONDA 50 TAB 2.5 MG BLISTER,México,195.8817,-0.05
1150,7502254000339,ACORTRAL 14 TAB 50 MG,México,36.2655,-0.05
1150,7502213042059,PROXSAFLO 7 CAPS 500 MG,México,248.33,-0.05
1150,7506335701207,HT-BLOC 3 AMP 8MG/4 ML,México,200.0,-0.05
1150,7506335701306,FLUXACORD 14 TAB 500MG,México,151.0,-0.05
1150,7506335700019,STERYX 30 TAB 5 MG,México,300.0,-0.05
1150,7506335702471,ECCER 14 TAB 40 MG,México,29.762,-0.05
1150,7506335702501,ECCER 28 TAB 40 MG,México,48.3183,-0.05
1150,7506335702426,LESPREK 30 TAB 40 MG,México,535.0,-0.05
1150,7506449300020,LEVONORGESTREL 1 TAB 1.5 MG,México,170.0,-0.05
1150,7506449300006,DERM FOR MEN MULTI VITAMIN 1 CMA 240 ML,México,57.9575,-0.05
1150,7501636601867,INHAFREE SOL NASAL 1 FCO 30 ML,México,167.3,-0.05
1150,7500462746605,AJOLOTIUS JARABE CON MIEL 1 JBE 250 ML,México,48.729,-0.05
1150,7500462746612,AJOLOTIUS JARABE SIN AZUCAR 1 JBE 250 ML,México,88.8999,-0.05
1150,7500462746643,AJOLOTIUS MENTA-EUC 1 PZA C/10 PAST 25 G,México,20.2353,-0.05
1150,7506452400038,MENTA-EUC SIN AZUCAR 1 PZA C/10 PAST 22G,México,33.0,-0.05
1150,7506452400014,PROPOLEO-EQUINACEA 1 PZA C/10 PAST 22 G,México,29.5,-0.05
1150,7500462746650,AJOLOT PALETAS MIEL 1 VITROLERO 550 G,México,128.316,-0.05
1150,7506452400212,JENGIBRE-HEDERA 1 PZA C/10 PAST 22 G,México,30.0,-0.05
1150,7500462746698,AJOLOTIUS JARABE PROPOLEO 1 JBE 250 ML,México,58.719,-0.05
1150,7501089830036,VALPROATO DE MAGNESIO 40 TAB 200 MG,México,75.2794,-0.05
1150,7501089830104,VALPROATO DE MAGNESIO 20 TAB 400 MG,México,122.4748,-0.05
1150,7501089830098,VALPROATO DE MAGNESIO 20 TAB 500 MG,México,149.3688,-0.05
1150,7501089830081,VALPROATO DE MAGNESIO 1 SOL 20G/1/40 ML,México,66.45,-0.05
1150,7501089830074,VALPROATO DE MAGNES. PED SOL 4G/1/100ML,México,159.4652,-0.05
1150,75017125,ANTACSAL 20 TAB 500 MG,México,11.0515,-0.05
1150,7502226290850,AVAFONTAN 10 TAB 500 MG,México,8.2695,-0.05
1150,7503003134008,ELYZOL-S 1 SUSP 250MG/5/120 ML,México,23.9316,-0.05
1150,7503004908042,FLAVOXEN 30 TAB 250 MG,México,29.2699,-0.05
1150,75016845,HURPLEX 12 COMP 2 MG,México,8.6742,-0.05
1150,7503003134701,MIBESAN-S 1 SUSP 1 UI /24 ML,México,39.468,-0.05
1150,7503004908776,METFORMINA 30 TAB 850 MG,México,20.1942,-0.05
1150,7502226291475,PHARMAFIL LP 20 TAB 100 MG,México,185.0,-0.05
1150,7503004908875,ACARBOSA 30 TAB 50 MG,México,47.1972,-0.05
1150,7503003134268,TROPHARMA 20 TAB 500 MG,México,50.976,-0.05
1150,7503003134787,LASALAR-Y SIMPLE 1 CMA 3% 20 G,México,55.0,-0.05
1150,7503004908684,ACIDO ACETILSALICILICO 20 TAB 500 MG,México,10.9858,-0.05
1150,7503004908820,CINARIZINA 60 TAB 75 MG,México,39.1719,-0.05
1150,7501384541170,ENALAPRIL 30 TAB 10 MG,México,8.096,-0.05
1150,7503004908844,NISTATINA 1 SUSP 1 UI /24 ML,México,39.468,-0.05
1150,7503004908691,PARACETAMOL 10 TAB 500 MG,México,33.0,-0.05
1150,7503004908714,MICONAZOL 1 CMA DE 20 G,México,11.6136,-0.05
1150,7501384503369,BIPERIDENO 30 TAB 2 MG,México,65.395,-0.05
1150,7503004908677,CLIOQUINOL 1 CMA 3% 20 G,México,11.6994,-0.05
1150,7501384504946,PENTOXIFILINA LIB PROL 30 GRAG 400 MG,México,325.0,-0.05
1150,7501384541200,VALPROATO 40 TAB 200 MG,México,59.0,-0.05
1150,7503003134206,NACOMIC 1 CMA DE 30 G,México,13.9725,-0.05
1150,7502226291857,DOXICICLINA 10 TAB 100 MG,México,31.4241,-0.05
1150,7502226294254,TERBINAFINA 1 SPRAY 1%/30 ML,México,42.4359,-0.05
1150,7502226294506,VITAMINA ACD 1 AMP 7800/600/1200 3 ML,México,15.7895,-0.05
1150,7501384544171,CITALOPRAM 14 TAB 20 MG,México,105.0056,-0.05
1150,7501384547066,LEVOFLOXACINO 7 TAB 500 MG,México,258.0,-0.05
1150,7501349029040,KETOROLACO/TRAMAD 3 AMPI 10/25MG,México,280.0,-0.05
1150,7501349011007,AMCEF I.M. 1 FA 500MG/2 ML,México,20.0355,-0.05
1150,7501349012011,AMCEF I.V. 1 FA 1G/10 ML,México,25.0749,-0.05
1150,7501349012004,AMCEF I.M. 1 FA 1G/3.5 ML,México,16.7166,-0.05
1150,7501349012172,"PENIPOT 1 FA 400,000 UI",México,60.0,-0.05
1150,7501349011175,"PENIPOT 1 FA 800,000 UI",México,70.0,-0.05
1150,7501349011618,SOLURAL DURAZ 1 SOL 314/149/41MG/500 ML,México,16.7053,-0.05
1150,7501349021044,CLINDAMICINA 5 FA 600MG/4 ML,México,88.2783,-0.05
1150,7501349021051,AMPICILINA 1 FA 500MG/2 ML,México,19.98,-0.05
1150,7501349022133,CEFOTAXIMA I.V. 1 FA 1G/4 ML,México,34.2102,-0.05
1150,7501349022010,CEFTRIAXONA I.V. 1 FA 1G/10 ML,México,25.0749,-0.05
1150,7501349026094,GENTAMICINA 5 AMP 160MG/2 ML,México,309.84,-0.05
1150,7501349020603,AMIKACINA 2 AMP 100MG/2 ML,México,13.9749,-0.05
1150,7501349024045,BUTILHIOSCINA 3 AMP 20 MG/1 ML,México,31.1022,-0.05
1150,7501349011243,GRAMAXIN 12 TAB 500/125 MG,México,250.0,-0.05
1150,7501349024854,"ERITROPOYETINA 6 AMP 2,000UI/1 ML",México,646.876,-0.05
1150,7501349026841,"ERITROPOYETINA 6 AMP 4,000UI/1 ML",México,860.397,-0.05
1150,7501349027657,NAFAZOLINA 1 SOL OF 1MG/15 ML,México,93.8,-0.05
1150,7501349020122,CLONIXINATO DE LISINA 5 AMP 100MG/2 ML,México,27.8055,-0.05
1150,7501349017931,LUBRIAMSA 1 GOT 3/0.16MG/15 ML,México,21.8348,-0.05
1150,7501349024571,FUROSEMIDA 5 AMP 20MG/2 ML,México,70.0,-0.05
1150,7501349021327,INSULINA HUM ISOF INT 1 FA 100UI/10 ML,México,126.5432,-0.05
1150,7501349021334,INSULINA HUM ORI ADN R 1 FA 100UI/10 ML,México,130.0832,-0.05
1150,7501349014190,ACIDO ALENDRONICO 30 TAB 10 MG,México,25.8519,-0.05
1150,7501349024861,FLUOXETINA 14 CAPS 20 MG,México,120.0,-0.05
1150,7501349023369,KETOROLACO TROMETAMINA 6 TAB SL 30 MG,México,90.0,-0.05
1150,7501349012943,FLUCONAZOL 1 CAPS 150 MG,México,80.0,-0.05
1150,7501349014299,PRAVASTATINA 30 TAB 10 MG,México,240.0,-0.05
1150,7501349021532,CIPROFLOXACINO G.I. 14 TAB 500 MG,México,21.4119,-0.05
1150,7501349012370,SOLURAL PEDIATRICO UVA 1 SOL 300 ML,México,25.0,-0.05
1150,7501349012387,SOLURAL PEDIATRICO MANZANA 1 SOL 300 ML,México,25.0,-0.05
1150,7501349012394,SOLURAL PEDIATRICO  FRESA 1 SOL 300 ML,México,25.0,-0.05
1150,7501349028654,HIPROMELOSA OFT 1 SOL 5MG/10 ML,México,125.0,-0.05
1150,7501349029668,NEOMICI/DEXAMETA 1 GOT 3.5/1MG/10ML OFTA,México,110.0,-0.05
1150,7501349025806,TELMISARTAN 28 TAB 80 MG,México,452.0,-0.05
1150,7501349029729,TELMIS/HIDRO 14 TAB 80/12.5 MG,México,35.581,-0.05
1150,7501349029736,TELMIS/HIDRO 28 TAB 80/12.5 MG,México,770.0,-0.05
1150,7501349029835,TELMISA/HIDRO 14 TAB 80MG/25MG,México,420.0,-0.05
1150,7501349024991,MONTELUKAST 20 COMP 10 MG,México,756.0,-0.05
1150,7501349025967,PREGABALINA 14 CAPS 75 MG,México,292.41,-0.05
1150,7501349025943,PREGABALINA 28 CAPS 75 MG,México,540.0,-0.05
1150,7501349022959,PREGABALINA 14 CAPS 150 MG,México,360.0,-0.05
1150,7501349022935,PREGABALINA 28 CAPS 150 MG,México,584.82,-0.05
1150,7501349025844,TELMISARTAN 28 TAB 40 MG,México,450.0,-0.05
1150,7501349024465,ESCITALOPRAM 14 TAB 10 MG,México,448.0,-0.05
1150,7501349021488,AMIKACINA 2 AMP 500MG/2 ML,México,29.2596,-0.05
1150,7501349021440,AMIKACINA 1 AMP 500MG/2 ML,México,16.0284,-0.05
1150,7501349027329,DEXAMETASONA 1 FA 8MG/2 ML,México,8.88,-0.05
1150,7501349024588,ROSUVASTATINA 30 TAB 10 MG,México,398.0,-0.05
1150,7501349026230,AMOXI/AC CLAVUL 10 TAB 875/125 MG,México,46.2315,-0.05
1150,7501349022461,CEFTRIAXONA I.M. 1 FA 1G/3.5 ML,México,19.4361,-0.05
1150,7501349021471,CEFTRIAXONA I.M. 1 FA 500/2 ML,México,20.185,-0.05
1150,7501349022515,CEFOTAXIMA I.M. 1 FA 1G/4 ML,México,30.6804,-0.05
1150,7501349021495,"BENCILPENICILINA 1 FA 600,000/200,000 UI",México,19.7136,-0.05
1150,7501349021570,AMOXICILINA 12 CAPS 500 MG,México,18.0042,-0.05
1150,7501349021433,LEVOFLOXACINO 7 TAB 750 MG,México,419.0,-0.05
1150,7501349024243,OLANZAPINA 14 TAB 10 MG,México,450.0,-0.05
1150,7501349027343,AMSAFAST 21 CAPS 120 MG,México,100.3995,-0.05
1150,7501349021419,LEVOFLOXACINO 7 TAB 500 MG,México,350.85,-0.05
1150,7501349028364,POPRAM 14 TAB 40 MG,México,280.0,-0.05
1150,7501349029712,DEXAM/NEOMI 1 GOTAS 1/3.5MG/5 ML,México,23.4654,-0.05
1150,7501349022485,PANTOPRAZOL 7 TAB 20 MG,México,112.0,-0.05
1150,7501349020788,CLINDAMICINA 16 CAP 300 MG,México,30.5583,-0.05
1150,7501349028791,ACICLOVIR 35 TAB 400 MG,México,63.7251,-0.05
1150,7501349022850,ALFA CETO AM 100 TAB 630 MG,México,665.4783,-0.05
1150,7501349025059,FEXOFENADINA 10 COMP 180 MG,México,270.0,-0.05
1150,7501349027060,FEXOFENADINA 10 COMP 120 MG,México,180.0,-0.05
1150,7501349024779,LORATADINA 10 TAB 10 MG,México,75.0,-0.05
1150,7501349024021,PRAMIPEXOL 30 TAB 0.5 MG,México,500.0,-0.05
1150,7501349024090,ROSUVASTATINA 30 TAB 20 MG,México,700.0,-0.05
1150,7501349024939,PAROXETINA 10 TAB 20 MG,México,210.0,-0.05
1150,7501349028159,LOSARTAN 30 COMP 50 MG,México,120.0,-0.05
1150,7501349029958,RETINOL/ERGOCAL 1 AMP 6000/400 UI/ 3 ML,México,40.0,-0.05
1150,7501349021181,CEFALEXINA 20 CAP 500 MG,México,40.4817,-0.05
1150,7501349021310,SERTRALINA 14 TAB 50 MG,México,20.7961,-0.05
1150,7501349025400,TELMISARTAN 14 TAB 80 MG,México,296.0,-0.05
1150,7501349024267,KETOROLACO 3 AMP 30 MG,México,172.0,-0.05
1150,7501349020436,GABAPENTINA 15 CAPS 300 MG,México,200.0,-0.05
1150,7501349020443,GABAPENTINA 30 CAPS 300 MG,México,317.0,-0.05
1150,7501349020276,VALPROATO SEM 30 COMP 250 MG,México,98.509,-0.05
1150,7501349028036,MOMETASONA 1 SUSP .05G/18 ML,México,450.0,-0.05
