point_of_sale_id,drug_manufacturer_id,vendor_id,potencial_total,gasto_actual,status,valor_negocio,gasto_oportunidad,ahorro_total,client_name,pos_name,manufacturer_name
1102,10269,1152,14111.28,47978.88,1.0,7.055640000000001,27495.22,13383.94,WeCare Pharma,Zákia,Farmaceuticos Tenorio
1102,10273,1156,50586.81,142971.18,,25.293405,73808.92,23222.11,WeCare Pharma,Zákia,Almacen de Drogas
1102,10276,1159,25691.0884,88878.28,,12.845544199999999,37393.36,11702.2716,WeCare Pharma,Zákia,Diefsa Distribuidora
1102,10281,1164,10176.0,23860.3,,5.088,17925.38,7749.380000000001,WeCare Pharma,Zákia,Farmadepot
1102,10637,1309,2240.04,16609.46,,1.12002,4013.33,1773.29,WeCare Pharma,Zákia,Medicinas Rosario
1102,10738,1350,2894.77,49050.77,,1.447385,5170.69,2275.9199999999996,WeCare Pharma,Zákia,Pharmaceutix
1102,10761,1358,2072.24556864,14171.75,,1.03612278432,7051.35,4979.1044313600005,WeCare Pharma,Zákia,Dilopsan
1113,10267,1150,330.21111959999996,30448.02,1.0,0.1651055598,696.12,365.90888040000004,Farmacia Obregon,Farmacia Obregon,Grupo Privarez
1113,10269,1152,13705.789999999999,104630.452,1.0,6.852895,19596.471999999998,5890.681999999999,Farmacia Obregon,Farmacia Obregon,Farmaceuticos Tenorio
1113,10273,1156,79916.41,419700.37,1.0,39.95820500000001,97670.43,17754.01999999999,Farmacia Obregon,Farmacia Obregon,Almacen de Drogas
1113,10276,1159,25715.0888,208114.13,1.0,12.857544400000002,32620.54,6905.4511999999995,Farmacia Obregon,Farmacia Obregon,Diefsa Distribuidora
1113,10281,1164,13188.86,57898.16,,6.59443,24185.09,10996.23,Farmacia Obregon,Farmacia Obregon,Farmadepot
1113,10637,1309,809.97,17325.38,1.0,0.404985,3063.63,2253.66,Farmacia Obregon,Farmacia Obregon,Medicinas Rosario
1113,10738,1350,357.42,71902.6,,0.17871000000000004,2803.64,2446.22,Farmacia Obregon,Farmacia Obregon,Pharmaceutix
1113,10761,1358,711.27412484,15842.97,1.0,0.35563706242000004,2842.48,2131.20587516,Farmacia Obregon,Farmacia Obregon,Dilopsan
1114,10267,1150,2809.5815352,60757.93,1.0,1.4047907676,5591.68,2782.0984648000003,Farmacia Jana,Farmacia Jana,Grupo Privarez
1114,10269,1152,47542.64,149096.69,1.0,23.77132,84515.32,36972.68000000001,Farmacia Jana,Farmacia Jana,Farmaceuticos Tenorio
1114,10273,1156,171779.68,492850.01,1.0,85.88984,221967.28,50187.600000000006,Farmacia Jana,Farmacia Jana,Almacen de Drogas
1114,10276,1159,56828.260800000004,229320.54,1.0,28.414130400000005,92773.08,35944.8192,Farmacia Jana,Farmacia Jana,Diefsa Distribuidora
1114,10281,1164,31947.41,80179.34,,15.973705,55825.62,23878.210000000003,Farmacia Jana,Farmacia Jana,Farmadepot
1114,10637,1309,15436.75,59571.74,1.0,7.718375,37152.07,21715.32,Farmacia Jana,Farmacia Jana,Medicinas Rosario
1114,10738,1350,8009.5199999999995,141499.8,,4.00476,16736.59,8727.07,Farmacia Jana,Farmacia Jana,Pharmaceutix
1114,10761,1358,7786.01500197,45892.0,,3.8930075009850005,21192.01,13405.994998029997,Farmacia Jana,Farmacia Jana,Dilopsan
1170,10267,1150,1709.791072,158673.34,1.0,0.8548955359999999,6614.94,4905.148928,Farmacias Digsa,Digsa Medica,Grupo Privarez
1170,10269,1152,14803.73,248693.72,1.0,7.401865000000001,31577.39,16773.66,Farmacias Digsa,Digsa Medica,Farmaceuticos Tenorio
1170,10273,1156,61462.7,437382.62,1.0,30.73135,137846.17,76383.47000000002,Farmacias Digsa,Digsa Medica,Almacen de Drogas
1170,10276,1159,27805.954,278312.44,1.0,13.902977000000002,65115.05,37309.096000000005,Farmacias Digsa,Digsa Medica,Diefsa Distribuidora
1170,10277,1160,1149.6358,4545.7699999999995,1.0,0.5748179000000001,4294.03,3144.3941999999997,Farmacias Digsa,Digsa Medica,Luman Farmaceuticos
1170,10281,1164,21304.0,90417.31999999999,1.0,10.652000000000001,70662.45,49358.45,Farmacias Digsa,Digsa Medica,Farmadepot
1170,10637,1309,8999.72,128000.6,0.0,4.49986,26514.7,17514.980000000003,Farmacias Digsa,Digsa Medica,Medicinas Rosario
1170,10738,1350,6306.55,222751.08,,3.153275,21599.21,15292.66,Farmacias Digsa,Digsa Medica,Pharmaceutix
1170,10761,1358,6889.95044311,103793.78,1.0,3.444975221555,20817.9,13927.949556890002,Farmacias Digsa,Digsa Medica,Dilopsan
1182,10267,1150,573.03540464,237528.016,1.0,0.28651770232,7471.22,6898.1845953600005,Farmacia Drdi,Farmacia Drdi,Grupo Privarez
1182,10269,1152,22850.94,327923.757,1.0,11.42547,88380.129,65529.189,Farmacia Drdi,Farmacia Drdi,Farmaceuticos Tenorio
1182,10273,1156,80737.86,570301.765,1.0,40.36893,208508.838,127770.97799999999,Farmacia Drdi,Farmacia Drdi,Almacen de Drogas
1182,10276,1159,22396.7116,447185.416,1.0,11.1983558,69050.26,46653.5484,Farmacia Drdi,Farmacia Drdi,Diefsa Distribuidora
1182,10281,1164,15014.0,125343.259,1.0,7.507000000000001,54840.92,39826.92,Farmacia Drdi,Farmacia Drdi,Farmadepot
1182,10637,1309,4305.8,205135.423,,2.1529000000000003,29636.234,25330.434,Farmacia Drdi,Farmacia Drdi,Medicinas Rosario
1182,10738,1350,3177.15,372111.109,,1.5885750000000003,19407.73,16230.58,Farmacia Drdi,Farmacia Drdi,Pharmaceutix
1182,10761,1358,4907.75945266,177800.28399999999,1.0,2.45387972633,36159.633,31251.87354734,Farmacia Drdi,Farmacia Drdi,Dilopsan
1183,10267,1150,2307.47444248,46010.005,1.0,1.15373722124,8970.289999999999,6662.815557519999,Farmacia Mazal,Mazal Stim,Grupo Privarez
1183,10269,1152,15214.7,69720.719,1.0,7.60735,34765.679,19550.978999999996,Farmacia Mazal,Mazal Stim,Farmaceuticos Tenorio
1183,10273,1156,95199.55,292381.749,0.0,47.599775,133661.33,38461.779999999984,Farmacia Mazal,Mazal Stim,Almacen de Drogas
1183,10276,1159,15084.988,108312.064,1.0,7.542494,24209.67,9124.681999999999,Farmacia Mazal,Mazal Stim,Diefsa Distribuidora
1183,10281,1164,3652.3,9792.325,,1.8261500000000002,5029.37,1377.0699999999997,Farmacia Mazal,Mazal Stim,Farmadepot
1183,10637,1309,3413.15,42667.929,,1.706575,13427.139,10013.989,Farmacia Mazal,Mazal Stim,Medicinas Rosario
1183,10738,1350,4062.53,81284.334,,2.0312650000000003,14099.439,10036.909,Farmacia Mazal,Mazal Stim,Pharmaceutix
1183,10761,1358,3920.8701054,34765.752,,1.9604350527,16926.137,13005.2668946,Farmacia Mazal,Mazal Stim,Dilopsan
1192,10267,1150,1230.13630304,61105.494,1.0,0.61506815152,6198.87,4968.73369696,Farmaenvios,Tlaco,Grupo Privarez
1192,10269,1152,11695.07,87204.764,1.0,5.847535000000001,37342.24,25647.17,Farmaenvios,Tlaco,Farmaceuticos Tenorio
1192,10273,1156,42429.06,273707.478,0.0,21.21453,112194.81,69765.75,Farmaenvios,Tlaco,Almacen de Drogas
1192,10276,1159,9228.728000000001,127075.782,1.0,4.614364000000001,20616.059999999998,11387.331999999997,Farmaenvios,Tlaco,Diefsa Distribuidora
1192,10281,1164,3741.7,23140.989999999998,,1.87085,13416.029999999999,9674.329999999998,Farmaenvios,Tlaco,Farmadepot
1192,10637,1309,2436.03,52384.134,0.0,1.218015,21411.41,18975.38,Farmaenvios,Tlaco,Medicinas Rosario
1192,10738,1350,3119.04,125489.522,,1.55952,12697.79,9578.75,Farmaenvios,Tlaco,Pharmaceutix
1192,10761,1358,2281.30262564,43795.146,1.0,1.14065131282,16120.210000000001,13838.907374360002,Farmaenvios,Tlaco,Dilopsan
1201,10267,1150,1650.64382768,11009.62,,0.82532191384,5272.95,3622.30617232,Farmacias Bell Quintana Roo,Farmacias Bell Río Lagartos,Grupo Privarez
1201,10269,1152,2972.79,9955.75,,1.486395,8166.97,5194.18,Farmacias Bell Quintana Roo,Farmacias Bell Río Lagartos,Farmaceuticos Tenorio
1201,10273,1156,3143.7799999999997,9835.88,,1.57189,5728.43,2584.6500000000005,Farmacias Bell Quintana Roo,Farmacias Bell Río Lagartos,Almacen de Drogas
1201,10276,1159,1701.5692,9392.71,,0.8507845999999999,4407.74,2706.1708,Farmacias Bell Quintana Roo,Farmacias Bell Río Lagartos,Diefsa Distribuidora
1201,10281,1164,1051.91,3151.75,,0.5259550000000001,2184.62,1132.7099999999998,Farmacias Bell Quintana Roo,Farmacias Bell Río Lagartos,Farmadepot
1201,10637,1309,2071.23,8035.93,,1.035615,6158.12,4086.89,Farmacias Bell Quintana Roo,Farmacias Bell Río Lagartos,Medicinas Rosario
1201,10738,1350,1831.16,13478.0,,0.9155800000000001,5922.34,4091.1800000000003,Farmacias Bell Quintana Roo,Farmacias Bell Río Lagartos,Pharmaceutix
1201,10761,1358,2191.90822763,8474.13,,1.095954113815,6800.63,4608.72177237,Farmacias Bell Quintana Roo,Farmacias Bell Río Lagartos,Dilopsan
1224,10267,1150,831.0950916,27176.15,,0.41554754580000003,2356.52,1525.4249083999998,Farmacia de la Caridad,Farmacia de la Caridad,Grupo Privarez
1224,10269,1152,4551.99,25178.01,1.0,2.275995,12471.18,7919.1900000000005,Farmacia de la Caridad,Farmacia de la Caridad,Farmaceuticos Tenorio
1224,10273,1156,2471.24,14281.88,,1.23562,3211.2400000000002,740.0000000000005,Farmacia de la Caridad,Farmacia de la Caridad,Almacen de Drogas
1224,10276,1159,1320.9384,26927.67,,0.6604692,2857.25,1536.3116,Farmacia de la Caridad,Farmacia de la Caridad,Diefsa Distribuidora
1224,10281,1164,925.0,8383.53,0.0,0.4625,1603.0,678.0,Farmacia de la Caridad,Farmacia de la Caridad,Farmadepot
1224,10637,1309,4235.12,23867.96,,2.11756,12085.62,7850.500000000001,Farmacia de la Caridad,Farmacia de la Caridad,Medicinas Rosario
1224,10738,1350,1432.0,31622.03,,0.716,4951.04,3519.04,Farmacia de la Caridad,Farmacia de la Caridad,Pharmaceutix
1224,10761,1358,2459.01112682,21712.41,,1.22950556341,7594.25,5135.23887318,Farmacia de la Caridad,Farmacia de la Caridad,Dilopsan
1238,10267,1150,5426.00901736,93095.96,1.0,2.71300450868,10013.66,4587.65098264,Farmacia San Angel (Hidalgo),Farmacia San Angel Hidalgo,Grupo Privarez
1238,10269,1152,49690.93,138480.16,1.0,24.845465,68723.59,19032.659999999996,Farmacia San Angel (Hidalgo),Farmacia San Angel Hidalgo,Farmaceuticos Tenorio
1238,10273,1156,29642.19,166398.87,1.0,14.821095,31703.07,2060.880000000001,Farmacia San Angel (Hidalgo),Farmacia San Angel Hidalgo,Almacen de Drogas
1238,10276,1159,18244.5844,183243.19,1.0,9.1222922,28108.65,9864.065600000002,Farmacia San Angel (Hidalgo),Farmacia San Angel Hidalgo,Diefsa Distribuidora
1238,10277,1160,1739.2978,4622.71,,0.8696489,4264.1,2524.8022,Farmacia San Angel (Hidalgo),Farmacia San Angel Hidalgo,Luman Farmaceuticos
1238,10281,1164,12529.14,43624.5,1.0,6.26457,16842.02,4312.880000000001,Farmacia San Angel (Hidalgo),Farmacia San Angel Hidalgo,Farmadepot
1238,10637,1309,18949.11,91114.93,2.0,9.474555,34769.35,15820.239999999998,Farmacia San Angel (Hidalgo),Farmacia San Angel Hidalgo,Medicinas Rosario
1238,10738,1350,13928.17,137487.65,,6.964085,23166.82,9238.65,Farmacia San Angel (Hidalgo),Farmacia San Angel Hidalgo,Pharmaceutix
1238,10761,1358,15309.168262270001,80374.91,,7.6545841311350005,26820.26,11511.091737729997,Farmacia San Angel (Hidalgo),Farmacia San Angel Hidalgo,Dilopsan
1278,10267,1150,977.4305295199999,13045.19,,0.48871526476,3281.69,2304.2594704800003,Farmacia Mazal,Farmacia Mazal Tlalpan,Grupo Privarez
1278,10269,1152,3360.35,15453.75,,1.680175,8190.87,4830.52,Farmacia Mazal,Farmacia Mazal Tlalpan,Farmaceuticos Tenorio
1278,10273,1156,1601.17,12392.3,,0.8005850000000001,3311.38,1710.21,Farmacia Mazal,Farmacia Mazal Tlalpan,Almacen de Drogas
1278,10276,1159,1232.3376,14644.16,,0.6161688000000001,3244.05,2011.7124000000001,Farmacia Mazal,Farmacia Mazal Tlalpan,Diefsa Distribuidora
1278,10281,1164,1238.2,5127.59,,0.6191000000000001,2393.17,1154.97,Farmacia Mazal,Farmacia Mazal Tlalpan,Farmadepot
1278,10637,1309,1968.04,10840.73,,0.98402,4918.88,2950.84,Farmacia Mazal,Farmacia Mazal Tlalpan,Medicinas Rosario
1278,10738,1350,1415.29,16699.05,,0.707645,3787.64,2372.35,Farmacia Mazal,Farmacia Mazal Tlalpan,Pharmaceutix
1278,10761,1358,1900.47868908,10220.5,,0.95023934454,4582.9,2682.4213109199995,Farmacia Mazal,Farmacia Mazal Tlalpan,Dilopsan
1291,10267,1150,4957.877022799999,326764.923,1.0,2.4789385114,19879.42,14921.542977199999,Farmacia Cristo Rey,Farmacia Cristo Rey Progreso,Grupo Privarez
1291,10269,1152,73678.73,603673.526,1.0,36.839365,263242.006,189563.276,Farmacia Cristo Rey,Farmacia Cristo Rey Progreso,Farmaceuticos Tenorio
1291,10273,1156,310495.45,1262461.632,0.0,155.247725,436402.046,125906.59599999996,Farmacia Cristo Rey,Farmacia Cristo Rey Progreso,Almacen de Drogas
1291,10276,1159,81842.5008,774696.028,1.0,40.9212504,160915.283,79072.7822,Farmacia Cristo Rey,Farmacia Cristo Rey Progreso,Diefsa Distribuidora
1291,10277,1160,741.5468,7808.54,1.0,0.3707734,6827.29,6085.7432,Farmacia Cristo Rey,Farmacia Cristo Rey Progreso,Luman Farmaceuticos
1291,10281,1164,30697.72,215069.858,1.0,15.34886,85435.54,54737.81999999999,Farmacia Cristo Rey,Farmacia Cristo Rey Progreso,Farmadepot
1291,10637,1309,13892.130000000001,292679.078,0.0,6.946065000000001,76370.953,62478.82299999999,Farmacia Cristo Rey,Farmacia Cristo Rey Progreso,Medicinas Rosario
1291,10738,1350,10732.02,582206.855,,5.36601,35857.01,25124.99,Farmacia Cristo Rey,Farmacia Cristo Rey Progreso,Pharmaceutix
1291,10761,1358,9967.1202812,246847.037,0.0,4.9835601406,73770.055,63802.934718799996,Farmacia Cristo Rey,Farmacia Cristo Rey Progreso,Dilopsan
1302,10267,1150,1897.43004064,10673.11,,0.94871502032,4090.12,2192.68995936,El Angel,El Angel,Grupo Privarez
1302,10269,1152,3904.2200000000003,14056.17,2.0,1.9521100000000002,8489.9,4585.679999999999,El Angel,El Angel,Farmaceuticos Tenorio
1302,10273,1156,4811.49,14462.01,,2.405745,6071.9800000000005,1260.4900000000007,El Angel,El Angel,Almacen de Drogas
1302,10276,1159,1573.1455999999998,13653.89,,0.7865727999999998,3310.88,1737.7344000000003,El Angel,El Angel,Diefsa Distribuidora
1302,10281,1164,2861.3,7210.36,,1.43065,5327.8,2466.5,El Angel,El Angel,Farmadepot
1302,10637,1309,2153.15,9064.74,,1.076575,5953.639999999999,3800.4899999999993,El Angel,El Angel,Medicinas Rosario
1302,10738,1350,1515.07,15117.369999999999,,0.7575350000000001,2770.56,1255.49,El Angel,El Angel,Pharmaceutix
1302,10761,1358,2202.16102588,7042.9,,1.10108051294,5354.61,3152.4489741199995,El Angel,El Angel,Dilopsan
1311,10267,1150,11052.41668744,133720.01,,5.52620834372,34427.26,23374.843312560002,Verdux,Verdux Ciudad Lago,Grupo Privarez
1311,10269,1152,95729.28,463774.84,1.0,47.86464,127893.82,32164.540000000008,Verdux,Verdux Ciudad Lago,Farmaceuticos Tenorio
1311,10273,1156,467539.1,1647816.86,1.0,233.76954999999998,551194.81,83655.71000000008,Verdux,Verdux Ciudad Lago,Almacen de Drogas
1311,10276,1159,178444.192,920582.06,,89.22209600000001,230734.56,52290.36799999999,Verdux,Verdux Ciudad Lago,Diefsa Distribuidora
1311,10281,1164,102835.52,292904.74,,51.41776,146652.11,43816.58999999998,Verdux,Verdux Ciudad Lago,Farmadepot
1311,10637,1309,11613.93,85451.07,,5.806965,39492.62,27878.690000000002,Verdux,Verdux Ciudad Lago,Medicinas Rosario
1311,10738,1350,18670.94,381975.22,,9.335469999999999,49581.93,30910.99,Verdux,Verdux Ciudad Lago,Pharmaceutix
1311,10761,1358,9451.28949783,60616.8,,4.725644748915,22563.09,13111.800502170001,Verdux,Verdux Ciudad Lago,Dilopsan
1320,10267,1150,550.21927216,34606.25,1.0,0.27510963608,6709.85,6159.63072784,Farmacia Kent,Libertad 15,Grupo Privarez
1320,10269,1152,5469.400000000001,38605.18,1.0,2.7347,19059.25,13589.849999999999,Farmacia Kent,Libertad 15,Farmaceuticos Tenorio
1320,10273,1156,24800.04,182166.236,0.0,12.40002,51053.42,26253.379999999997,Farmacia Kent,Libertad 15,Almacen de Drogas
1320,10276,1159,7949.7236,45723.506,,3.9748618,10838.93,2889.2064,Farmacia Kent,Libertad 15,Diefsa Distribuidora
1320,10281,1164,2849.0,9682.17,,1.4244999999999999,6218.900000000001,3369.9000000000005,Farmacia Kent,Libertad 15,Farmadepot
1320,10637,1309,861.0500000000001,30657.29,,0.43052500000000005,8775.32,7914.2699999999995,Farmacia Kent,Libertad 15,Medicinas Rosario
1320,10738,1350,1038.09,47241.68,1.0,0.519045,8157.9400000000005,7119.85,Farmacia Kent,Libertad 15,Pharmaceutix
1320,10761,1358,848.4315586,24550.2,,0.4242157793,7228.18,6379.7484414,Farmacia Kent,Libertad 15,Dilopsan
1325,10267,1150,487.14097519999996,5989.88,1.0,0.2435704876,1855.99,1368.8490248,Farmacia Juquilita,Juquilita,Grupo Privarez
1325,10269,1152,1732.04,8946.75,1.0,0.86602,3095.96,1363.92,Farmacia Juquilita,Juquilita,Farmaceuticos Tenorio
1325,10273,1156,7497.04,23191.489999999998,1.0,3.7485199999999996,15460.36,7963.320000000001,Farmacia Juquilita,Juquilita,Almacen de Drogas
1325,10276,1159,2551.072,13910.81,,1.275536,3336.37,785.2979999999998,Farmacia Juquilita,Juquilita,Diefsa Distribuidora
